,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
213,Sergi Gómez,es ESP,DF,Espanyol,La Liga,32-327,1992,11,6,652,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
214,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,La Liga,24-167,2000,23,20,"1,741",19.3,0,4,4,0,0,0,2,0,0.6,0.6,6.3,7.0,33,74,103,0.00,0.21,0.21,0.00,0.21,0.03,0.33,0.36,0.03,0.36
215,Unai Gómez,es ESP,"MF,FW",Athletic Club,La Liga,21-269,2003,20,6,677,7.5,1,2,3,1,0,0,1,0,1.0,1.0,0.7,1.7,10,16,28,0.13,0.27,0.40,0.13,0.40,0.13,0.09,0.22,0.13,0.22
216,Fabio González,es ESP,MF,Las Palmas,La Liga,28-006,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
217,Urko González,es ESP,MF,Espanyol,La Liga,23-335,2001,3,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Urko González,es ESP,MF,Real Sociedad,La Liga,23-335,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Andoni Gorosabel,es ESP,DF,Athletic Club,La Liga,28-198,1996,11,9,751,8.3,0,1,1,0,0,0,1,0,0.3,0.3,1.0,1.4,10,27,28,0.00,0.12,0.12,0.00,0.12,0.04,0.12,0.16,0.04,0.16
220,José Gragera,es ESP,MF,Espanyol,La Liga,24-080,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
221,Dominik Greif,sk SVK,GK,Mallorca,La Liga,27-318,1997,19,19,"1,710",19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,La Liga,33-334,1991,24,20,"1,737",19.3,8,4,12,7,1,2,2,0,6.0,4.4,4.7,9.1,33,99,113,0.41,0.21,0.62,0.36,0.57,0.31,0.24,0.55,0.23,0.47
223,Florian Grillitsch,at AUT,MF,Valladolid,La Liga,29-195,1995,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
224,Vicente Guaita,es ESP,GK,Celta Vigo,La Liga,38-039,1987,20,20,"1,800",20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Sergi Guardiola,es ESP,FW,Rayo Vallecano,La Liga,33-265,1991,8,0,170,1.9,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,0,2,13,0.00,0.00,0.00,0.00,0.00,0.48,0.04,0.51,0.48,0.51
226,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,La Liga,33-094,1991,22,21,"1,868",20.8,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.0,10,46,5,0.00,0.05,0.05,0.00,0.05,0.02,0.03,0.05,0.02,0.05
227,Javier Guerra,es ESP,MF,Valencia,La Liga,22-048,2003,23,18,"1,525",16.9,1,2,3,1,0,0,1,0,1.1,1.1,2.0,3.1,24,76,43,0.06,0.12,0.18,0.06,0.18,0.06,0.12,0.18,0.06,0.18
228,Ander Guevara,es ESP,MF,Alavés,La Liga,27-226,1997,22,15,"1,406",15.6,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,11,80,13,0.00,0.06,0.06,0.00,0.06,0.03,0.03,0.06,0.03,0.06
229,Pape Gueye,sn SEN,"MF,FW",Villarreal,La Liga,26-025,1999,22,18,"1,546",17.2,2,0,2,2,0,0,5,1,2.3,2.3,0.8,3.0,27,106,52,0.12,0.00,0.12,0.12,0.12,0.13,0.04,0.18,0.13,0.18
230,Hugo Guillamón,es ESP,MF,Valencia,La Liga,25-018,2000,11,4,363,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,15,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
231,Carlos Guirao,es ESP,MF,Betis,La Liga,21-297,2003,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Arda Güler,tr TUR,"MF,FW",Real Madrid,La Liga,19-359,2005,16,6,608,6.8,1,3,4,1,0,0,1,0,1.8,1.8,1.7,3.5,17,38,47,0.15,0.44,0.59,0.15,0.59,0.26,0.25,0.52,0.26,0.52
233,Gerard Gumbau,es ESP,MF,Rayo Vallecano,La Liga,30-062,1994,12,4,503,5.6,0,1,1,0,0,0,2,0,0.5,0.5,1.0,1.5,1,18,16,0.00,0.18,0.18,0.00,0.18,0.10,0.17,0.27,0.10,0.27
234,Jon Guridi,es ESP,"MF,FW",Alavés,La Liga,29-356,1995,22,18,"1,434",15.9,2,0,2,1,1,1,4,0,1.7,1.0,0.6,1.5,20,60,56,0.13,0.00,0.13,0.06,0.06,0.11,0.04,0.15,0.06,0.10
235,Gorka Guruzeta,es ESP,FW,Athletic Club,La Liga,28-159,1996,23,13,"1,188",13.2,5,2,7,5,0,0,2,0,3.7,3.7,0.7,4.4,4,15,42,0.38,0.15,0.53,0.38,0.53,0.28,0.05,0.33,0.28,0.33
236,Miguel Gutiérrez,es ESP,"DF,MF",Girona,La Liga,23-206,2001,21,21,"1,778",19.8,1,4,5,1,0,0,2,0,1.4,1.4,3.5,4.9,45,84,151,0.05,0.20,0.25,0.05,0.25,0.07,0.18,0.25,0.07,0.25
237,Munir El Haddadi,ma MAR,"FW,MF",Leganés,La Liga,29-170,1995,15,6,512,5.7,2,0,2,2,0,0,1,1,0.6,0.6,0.6,1.2,5,14,24,0.35,0.00,0.35,0.35,0.35,0.10,0.10,0.20,0.10,0.20
238,Sébastien Haller,ci CIV,FW,Leganés,La Liga,30-241,1994,8,5,404,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,14,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.13,0.09,0.13
239,Javi Hernández,es ESP,DF,Leganés,La Liga,26-292,1998,18,15,"1,300",14.4,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.2,20,32,47,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.08,0.02,0.08
240,Aridane Hernández,es ESP,DF,Rayo Vallecano,La Liga,35-332,1989,4,2,204,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,16,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
241,Jorge Herrando,es ESP,DF,Osasuna,La Liga,23-356,2001,10,7,646,7.2,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,3,18,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
242,Ander Herrera,es ESP,MF,Athletic Club,La Liga,35-188,1989,8,2,273,3.0,0,0,0,0,0,1,2,0,1.7,0.9,0.1,1.1,2,16,5,0.00,0.00,0.00,0.00,0.00,0.57,0.04,0.61,0.31,0.35
243,Sergio Herrera,es ESP,GK,Osasuna,La Liga,31-258,1993,24,24,"2,160",24.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Yangel Herrera,ve VEN,MF,Girona,La Liga,27-035,1998,17,15,"1,240",13.8,3,2,5,3,0,0,7,1,2.1,2.1,1.0,3.2,14,73,48,0.22,0.15,0.36,0.22,0.36,0.16,0.08,0.23,0.16,0.23
245,Juan Herzog,es ESP,DF,Las Palmas,La Liga,21-281,2003,10,7,567,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,13,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
246,Omar El Hilali,ma MAR,DF,Espanyol,La Liga,21-159,2003,23,23,"2,018",22.4,0,2,2,0,0,0,8,0,0.0,0.0,0.6,0.6,23,62,30,0.00,0.09,0.09,0.00,0.09,0.00,0.03,0.03,0.00,0.03
247,Dinko Horkaš,hr CRO,GK,Las Palmas,La Liga,25-345,1999,3,2,211,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Pablo Ibáñez,es ESP,MF,Osasuna,La Liga,26-151,1998,17,6,693,7.7,0,1,1,0,0,0,2,0,1.3,1.3,1.5,2.8,11,32,15,0.00,0.13,0.13,0.00,0.13,0.17,0.19,0.36,0.17,0.36
249,Stanis Idumbo,be BEL,"FW,MF",Sevilla,La Liga,19-234,2005,8,3,232,2.6,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.3,8,3,16,0.39,0.00,0.39,0.39,0.39,0.23,0.25,0.49,0.23,0.49
250,Iglesias,es ESP,DF,Getafe,La Liga,26-230,1998,24,20,"1,877",20.9,0,1,1,0,0,0,3,0,0.5,0.5,1.5,1.9,23,55,45,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09
251,Borja Iglesias,es ESP,FW,Celta Vigo,La Liga,32-032,1993,24,15,"1,251",13.9,5,0,5,5,0,0,2,0,4.7,4.7,1.1,5.8,9,17,59,0.36,0.00,0.36,0.36,0.36,0.34,0.08,0.42,0.34,0.42
252,Kelechi Iheanacho,ng NGA,FW,Sevilla,La Liga,28-138,1996,9,5,400,4.4,0,0,0,0,0,0,0,0,1.5,1.5,0.3,1.8,6,5,17,0.00,0.00,0.00,0.00,0.00,0.33,0.07,0.41,0.33,0.41
253,Isco,es ESP,MF,Betis,La Liga,32-303,1992,9,7,628,7.0,2,1,3,1,1,1,3,0,2.1,1.3,1.2,2.5,12,61,49,0.29,0.14,0.43,0.14,0.29,0.30,0.17,0.47,0.18,0.36
254,Ivan Jaime Pajuelo,es ESP,MF,Valencia,La Liga,24-145,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.34,0.38,0.03,0.38
255,Karl Jakob Hein,ee EST,GK,Valladolid,La Liga,22-311,2002,24,24,"2,160",24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,La Liga,30-013,1995,8,3,315,3.5,2,1,3,2,0,0,3,0,0.5,0.5,0.7,1.2,13,20,30,0.57,0.29,0.86,0.57,0.86,0.15,0.20,0.34,0.15,0.34
257,Mikel Jauregizar,es ESP,MF,Athletic Club,La Liga,21-098,2003,21,15,"1,310",14.6,1,0,1,1,0,0,4,1,0.5,0.5,1.1,1.6,9,72,21,0.07,0.00,0.07,0.07,0.07,0.03,0.08,0.11,0.03,0.11
258,John Joe,ie IRL,"MF,FW",Getafe,La Liga,21-117,2003,4,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,0,6,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26
259,Jofre,es ESP,"MF,FW",Espanyol,La Liga,23-246,2001,23,18,"1,488",16.5,2,3,5,2,0,0,5,0,2.3,2.3,1.7,4.0,41,37,93,0.12,0.18,0.30,0.12,0.30,0.14,0.10,0.24,0.14,0.24
260,Frenkie de Jong,nl NED,MF,Barcelona,La Liga,27-282,1997,13,4,559,6.2,2,1,3,2,0,0,1,0,0.6,0.6,1.3,1.9,11,43,9,0.32,0.16,0.48,0.32,0.48,0.10,0.21,0.31,0.10,0.31
261,Joan Jordán,es ESP,MF,Alavés,La Liga,30-227,1994,13,6,687,7.6,4,2,6,2,2,2,1,0,3.0,1.4,0.5,2.0,4,53,19,0.52,0.26,0.79,0.26,0.52,0.39,0.07,0.46,0.19,0.26
262,Juanmi,es ESP,"FW,MF",Getafe,La Liga,31-274,1993,3,3,231,2.6,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,0,6,0.00,0.00,0.00,0.00,0.00,0.23,0.01,0.24,0.23,0.24
263,Juanmi,es ESP,"FW,MF",Betis,La Liga,31-274,1993,11,2,244,2.7,0,0,0,0,0,0,2,0,0.7,0.7,0.4,1.0,4,4,18,0.00,0.00,0.00,0.00,0.00,0.25,0.14,0.39,0.25,0.39
264,Juanpe,es ESP,DF,Girona,La Liga,33-294,1991,8,7,597,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,25,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
265,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,La Liga,24-035,2001,7,6,558,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Vinicius Júnior,br BRA,FW,Real Madrid,La Liga,24-221,2000,18,16,"1,445",16.1,8,5,13,6,2,2,5,1,7.0,5.6,5.2,10.8,106,52,172,0.50,0.31,0.81,0.37,0.69,0.43,0.32,0.76,0.35,0.67
267,Stanko Jurić,hr CRO,MF,Valladolid,La Liga,28-186,1996,20,13,"1,298",14.4,0,0,0,0,0,0,5,0,0.7,0.7,0.3,1.0,3,44,6,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
268,Willy Kambwala,fr FRA,DF,Villarreal,La Liga,20-177,2004,7,6,492,5.5,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,1,8,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
269,Abdoulaye Keita,es ESP,"FW,MF",Getafe,La Liga,22-170,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
270,Kenedy,br BRA,"MF,FW",Valladolid,La Liga,29-010,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
271,Kiké,es ESP,FW,Alavés,La Liga,35-085,1989,23,17,"1,527",17.0,10,0,10,8,2,2,5,1,5.3,3.8,0.8,4.5,12,35,80,0.59,0.00,0.59,0.47,0.47,0.31,0.05,0.36,0.22,0.27
272,Koke,es ESP,MF,Atlético Madrid,La Liga,33-041,1992,23,14,"1,428",15.9,1,1,2,1,0,0,4,0,1.0,1.0,1.1,2.1,14,89,11,0.06,0.06,0.13,0.06,0.13,0.07,0.07,0.13,0.07,0.13
273,Jules Koundé,fr FRA,DF,Barcelona,La Liga,26-098,1998,24,21,"1,890",21.0,2,3,5,2,0,0,2,0,1.7,1.7,3.5,5.2,33,111,150,0.10,0.14,0.24,0.10,0.24,0.08,0.17,0.25,0.08,0.25
274,Alex Král,cz CZE,MF,Espanyol,La Liga,26-275,1998,24,23,"2,103",23.4,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.3,40,66,58,0.00,0.04,0.04,0.00,0.04,0.03,0.07,0.10,0.03,0.10
275,Ladislav Krejčí,cz CZE,DF,Girona,La Liga,25-304,1999,15,14,"1,270",14.1,2,0,2,2,0,0,6,0,1.3,1.3,0.1,1.4,21,78,5,0.14,0.00,0.14,0.14,0.14,0.09,0.01,0.10,0.09,0.10
276,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,La Liga,23-259,2001,23,16,"1,481",16.5,4,0,4,4,0,0,4,0,2.8,2.8,2.7,5.5,94,70,147,0.24,0.00,0.24,0.24,0.24,0.17,0.17,0.33,0.17,0.33
277,Marash Kumbulla,al ALB,DF,Espanyol,La Liga,25-010,2000,22,21,"1,822",20.2,2,0,2,2,0,0,6,0,1.1,1.1,0.0,1.1,9,47,2,0.10,0.00,0.10,0.10,0.10,0.05,0.00,0.06,0.05,0.06
278,Luca de la Torre,us USA,MF,Celta Vigo,La Liga,26-271,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Yoel Lago,es ESP,DF,Celta Vigo,La Liga,20-330,2004,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Cyle Larin,ca CAN,FW,Mallorca,La Liga,29-307,1995,20,16,"1,206",13.4,5,2,7,4,1,1,4,0,4.8,4.0,1.3,5.3,12,10,69,0.37,0.15,0.52,0.30,0.45,0.36,0.10,0.45,0.30,0.39
281,Juanmi Latasa,es ESP,FW,Valladolid,La Liga,23-332,2001,17,5,629,7.0,0,0,0,0,0,0,4,1,1.4,1.4,0.2,1.6,1,9,23,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23
282,Toni Lato,es ESP,DF,Mallorca,La Liga,27-089,1997,6,3,268,3.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3,0.3,8,12,19,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
283,Robin Le Normand,es ESP,DF,Atlético Madrid,La Liga,28-099,1996,14,12,"1,103",12.3,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,6,36,4,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
284,Florian Lejeune,fr FRA,DF,Rayo Vallecano,La Liga,33-274,1991,24,24,"2,155",23.9,0,2,2,0,0,0,4,0,2.4,2.4,1.1,3.5,18,86,5,0.00,0.08,0.08,0.00,0.08,0.10,0.05,0.14,0.10,0.14
285,Iñigo Lekue,es ESP,DF,Athletic Club,La Liga,31-290,1993,8,5,452,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,8,24,12,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
286,Thomas Lemar,fr FRA,MF,Atlético Madrid,La Liga,29-098,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30
287,Clément Lenglet,fr FRA,DF,Atlético Madrid,La Liga,29-246,1995,13,13,"1,103",12.3,1,1,2,1,0,0,6,0,1.4,1.4,0.8,2.1,11,54,0,0.08,0.08,0.16,0.08,0.16,0.11,0.06,0.17,0.11,0.17
288,Robert Lewandowski,pl POL,FW,Barcelona,La Liga,36-181,1988,23,22,"1,826",20.3,20,2,22,17,3,4,1,0,20.4,17.3,2.3,19.6,20,39,106,0.99,0.10,1.08,0.84,0.94,1.01,0.11,1.12,0.85,0.96
289,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,La Liga,25-057,1999,20,13,999,11.1,3,2,5,3,0,0,2,0,4.8,4.8,2.2,7.0,46,51,117,0.27,0.18,0.45,0.27,0.45,0.43,0.20,0.63,0.43,0.63
290,Javier Llabrés,es ESP,FW,Mallorca,La Liga,22-160,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.00,0.00,0.00,0.00,0.00,0.08,0.14,0.21,0.08,0.21
291,Diego Llorente,es ESP,DF,Betis,La Liga,31-186,1993,23,23,"2,034",22.6,1,0,1,1,0,0,3,0,1.2,1.2,0.3,1.5,5,67,3,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07
292,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,La Liga,30-019,1995,19,15,"1,310",14.6,2,2,4,2,0,0,0,1,0.6,0.6,2.8,3.4,47,58,97,0.14,0.14,0.27,0.14,0.27,0.04,0.19,0.23,0.04,0.23
293,Giovani Lo Celso,ar ARG,"MF,FW",Betis,La Liga,28-315,1996,16,11,"1,035",11.5,7,1,8,5,2,3,3,0,4.1,1.8,3.5,5.2,14,97,47,0.61,0.09,0.70,0.43,0.52,0.36,0.30,0.66,0.15,0.45
294,Enzo Loiodice,fr FRA,MF,Las Palmas,La Liga,24-083,2000,15,5,504,5.6,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,2,20,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
295,David López,es ESP,DF,Girona,La Liga,35-132,1989,21,20,"1,815",20.2,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.8,14,94,5,0.05,0.00,0.05,0.05,0.05,0.04,0.00,0.04,0.04,0.04
296,Diego López,es ESP,"MF,FW",Valencia,La Liga,22-281,2002,24,22,"1,763",19.6,3,4,7,3,0,0,2,0,3.2,3.2,3.7,6.9,56,52,139,0.15,0.20,0.36,0.15,0.36,0.16,0.19,0.35,0.16,0.35
297,Fer López,0,FW,Celta Vigo,La Liga,0,0,5,2,144,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,6,11,11,0.00,0.00,0.00,0.00,0.00,0.11,0.38,0.49,0.11,0.49
298,Fermin López,es ESP,"MF,FW",Barcelona,La Liga,21-283,2003,15,5,579,6.4,3,2,5,3,0,0,3,1,3.2,3.2,1.2,4.4,15,28,48,0.47,0.31,0.78,0.47,0.78,0.50,0.18,0.68,0.50,0.68
299,Javi López,es ESP,DF,Real Sociedad,La Liga,22-330,2002,18,12,"1,186",13.2,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,25,46,38,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
300,Pau López,es ESP,GK,Girona,La Liga,30-067,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Roberto López,es ESP,MF,Leganés,La Liga,24-300,2000,11,3,375,4.2,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,3,20,11,0.00,0.24,0.24,0.00,0.24,0.11,0.19,0.30,0.11,0.30
302,Unai López,es ESP,MF,Rayo Vallecano,La Liga,29-111,1995,20,16,"1,118",12.4,3,0,3,3,0,0,7,1,1.3,1.3,0.4,1.7,10,71,26,0.24,0.00,0.24,0.24,0.24,0.10,0.03,0.13,0.10,0.13
303,Iker Losada,es ESP,"FW,MF",Celta Vigo,La Liga,23-201,2001,3,1,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,6,9,13,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.20,0.07,0.20
304,Iker Losada,es ESP,"MF,FW",Betis,La Liga,23-201,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21
305,Pol Lozano,es ESP,MF,Espanyol,La Liga,25-135,1999,18,16,"1,274",14.2,0,0,0,0,0,0,7,0,0.1,0.1,0.4,0.5,10,72,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
306,José Luis Gayà,es ESP,DF,Valencia,La Liga,29-269,1995,11,10,810,9.0,0,1,1,0,0,0,2,0,0.5,0.5,1.1,1.6,16,26,64,0.00,0.11,0.11,0.00,0.11,0.05,0.13,0.18,0.05,0.18
307,Dodi Lukebakio,be BEL,FW,Sevilla,La Liga,27-147,1997,24,23,"1,982",22.0,10,1,11,9,1,1,2,0,7.4,6.6,2.1,8.7,95,59,162,0.45,0.05,0.50,0.41,0.45,0.34,0.09,0.43,0.30,0.39
308,Daniel Luna,co COL,MF,Mallorca,La Liga,21-287,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Andriy Lunin,ua UKR,GK,Real Madrid,La Liga,26-007,1999,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.00,0.33,0.33,0.00,0.33,0.00,0.31,0.31,0.00,0.31
310,Darwin Machís,ve VEN,"FW,MF",Valladolid,La Liga,32-011,1993,9,5,362,4.0,0,0,0,0,0,0,0,0,0.8,0.8,0.2,0.9,5,13,17,0.00,0.00,0.00,0.00,0.00,0.19,0.04,0.23,0.19,0.23
311,Pablo Maffeo,es ESP,DF,Mallorca,La Liga,27-221,1997,18,17,"1,409",15.7,0,1,1,0,0,0,3,0,0.3,0.3,3.1,3.3,23,44,70,0.00,0.06,0.06,0.00,0.06,0.02,0.20,0.21,0.02,0.21
312,Jon Magunazelaia,es ESP,MF,Real Sociedad,La Liga,24-220,2000,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Giorgi Mamardashvili,ge GEO,GK,Valencia,La Liga,24-142,2000,20,20,"1,800",20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,La Liga,31-028,1994,17,9,841,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,12,28,12,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
315,Javier Manquillo,es ESP,DF,Celta Vigo,La Liga,30-289,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Marcão,br BRA,DF,Sevilla,La Liga,28-258,1996,11,5,462,5.1,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Óscar de Marcos,es ESP,DF,Athletic Club,La Liga,35-310,1989,19,12,"1,146",12.7,0,4,4,0,0,0,0,0,0.8,0.8,1.8,2.6,19,69,54,0.00,0.31,0.31,0.00,0.31,0.06,0.14,0.20,0.06,0.20
318,Alberto Marí,es ESP,FW,Valencia,La Liga,23-222,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,30-029,1995,18,15,"1,429",15.9,0,1,1,0,0,0,4,0,0.3,0.3,0.2,0.5,1,39,1,0.00,0.06,0.06,0.00,0.06,0.02,0.01,0.03,0.02,0.03
320,Pablo Marín,es ESP,MF,Real Sociedad,La Liga,21-230,2003,9,1,197,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,7,18,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13
