,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
102,Fernando Calero,es ESP,"DF,MF",Espanyol,La Liga,29-157,1995,9,3,345,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,5,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05
103,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,La Liga,22-100,2002,10,7,621,6.9,0,2,2,0,0,0,1,0,0.1,0.1,0.2,0.3,13,40,12,0.00,0.29,0.29,0.00,0.29,0.02,0.02,0.05,0.02,0.05
104,Sergio Camello,es ESP,FW,Rayo Vallecano,La Liga,24-008,2001,23,14,"1,134",12.6,3,2,5,3,0,0,2,0,4.1,4.1,2.0,6.1,20,27,68,0.24,0.16,0.40,0.24,0.40,0.32,0.16,0.48,0.32,0.48
105,José Campaña,es ESP,MF,Las Palmas,La Liga,31-263,1993,14,10,738,8.2,0,2,2,0,0,0,3,0,0.1,0.1,0.6,0.7,4,51,9,0.00,0.24,0.24,0.00,0.24,0.01,0.07,0.08,0.01,0.08
106,Peio Canales,es ESP,"MF,FW",Athletic Club,La Liga,20-032,2005,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
107,Antonio Candela,it ITA,DF,Valladolid,La Liga,24-297,2000,2,2,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
108,Sergi Canós,es ESP,"MF,FW",Valencia,La Liga,28-016,1997,14,2,342,3.8,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,7,8,43,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16
109,Cárdenas,es ESP,GK,Rayo Vallecano,La Liga,27-327,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Irvin Cardona,fr FRA,"FW,MF",Espanyol,La Liga,27-194,1997,16,5,606,6.7,1,1,2,1,0,0,1,0,1.1,1.1,0.6,1.7,14,15,43,0.15,0.15,0.30,0.15,0.30,0.16,0.09,0.25,0.16,0.25
111,Marc Cardona,es ESP,"FW,MF",Las Palmas,La Liga,29-225,1995,7,0,90,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,2,6,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
112,Sergi Cardona,es ESP,DF,Villarreal,La Liga,25-225,1999,23,23,"2,042",22.7,1,6,7,1,0,0,6,0,2.1,2.1,4.9,7.0,38,51,131,0.04,0.26,0.31,0.04,0.31,0.09,0.22,0.31,0.09,0.31
113,Johnny Cardoso,us USA,MF,Betis,La Liga,23-151,2001,17,14,"1,275",14.2,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.8,9,45,20,0.00,0.07,0.07,0.00,0.07,0.07,0.06,0.13,0.07,0.13
114,Carmona,es ESP,DF,Sevilla,La Liga,23-020,2002,22,22,"1,930",21.4,0,0,0,0,0,0,5,0,0.3,0.3,1.3,1.6,22,75,23,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
115,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,La Liga,24-128,2000,11,8,687,7.6,0,2,2,0,0,0,0,0,0.1,0.1,1.4,1.5,22,29,63,0.00,0.26,0.26,0.00,0.26,0.01,0.18,0.19,0.01,0.19
116,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,33-038,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0.15,0.00,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22
117,William Carvalho,pt POR,MF,Betis,La Liga,32-317,1992,4,4,247,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,20,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
118,Marc Casado,es ESP,MF,Barcelona,La Liga,21-157,2003,20,17,"1,365",15.2,0,3,3,0,0,0,4,1,0.9,0.9,1.3,2.3,10,94,21,0.00,0.20,0.20,0.00,0.20,0.06,0.09,0.15,0.06,0.15
119,Catena,es ESP,DF,Osasuna,La Liga,30-113,1994,22,22,"1,980",22.0,0,1,1,0,0,0,7,0,1.4,1.4,0.6,2.0,9,57,2,0.00,0.05,0.05,0.00,0.05,0.07,0.03,0.09,0.07,0.09
121,Dani Ceballos,es ESP,MF,Real Madrid,La Liga,28-195,1996,14,10,814,9.0,0,0,0,0,0,0,4,0,0.3,0.3,1.4,1.6,27,109,10,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.18,0.03,0.18
122,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,La Liga,30-268,1994,6,4,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,14,21,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
123,Raúl Chasco,es ESP,DF,Valladolid,La Liga,21-158,2003,2,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
124,Pep Chavarría,es ESP,DF,Rayo Vallecano,La Liga,26-314,1998,20,16,"1,470",16.3,0,1,1,0,0,0,1,0,1.0,1.0,1.0,1.9,28,67,72,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.12,0.06,0.12
125,Walid Cheddira,ma MAR,FW,Espanyol,La Liga,27-027,1998,17,5,592,6.6,1,1,2,1,0,0,2,0,0.9,0.9,1.2,2.1,7,11,31,0.15,0.15,0.30,0.15,0.30,0.13,0.18,0.31,0.13,0.31
126,Chema,es ESP,MF,Real Madrid,La Liga,19-299,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Julián Chicco,ar ARG,MF,Leganés,La Liga,27-036,1998,9,1,196,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,7,14,4,0.00,0.00,0.00,0.00,0.00,0.20,0.04,0.24,0.20,0.24
128,Chiquinho,pt POR,"MF,FW",Mallorca,La Liga,25-013,2000,8,1,146,1.6,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,1,12,0.00,0.00,0.00,0.00,0.00,0.19,0.02,0.21,0.19,0.21
129,Andreas Christensen,dk DEN,DF,Barcelona,La Liga,28-314,1996,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Jasper Cillessen,nl NED,GK,Las Palmas,La Liga,35-302,1989,22,22,"1,949",21.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Pathé Ciss,sn SEN,MF,Rayo Vallecano,La Liga,30-339,1994,20,12,"1,080",12.0,2,1,3,2,0,0,7,0,1.4,1.4,0.8,2.2,9,67,9,0.17,0.08,0.25,0.17,0.25,0.11,0.07,0.18,0.11,0.18
132,Seydouba Cissé,gn GUI,MF,Leganés,La Liga,24-008,2001,21,19,"1,497",16.6,2,0,2,2,0,0,3,0,1.1,1.1,0.3,1.3,16,65,27,0.12,0.00,0.12,0.12,0.12,0.06,0.02,0.08,0.06,0.08
133,Silvi Clúa,es ESP,MF,Girona,La Liga,20-020,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,3,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
134,Eray Cömert,ch SUI,"DF,MF",Valladolid,La Liga,27-014,1998,16,13,"1,073",11.9,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.5,6,27,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
135,Santi Comesaña,es ESP,MF,Villarreal,La Liga,28-136,1996,22,19,"1,576",17.5,3,2,5,3,0,0,5,0,2.2,2.2,1.3,3.6,26,103,36,0.17,0.11,0.29,0.17,0.29,0.13,0.08,0.20,0.13,0.20
136,Diego Conde,es ESP,GK,Villarreal,La Liga,26-113,1998,18,18,"1,602",17.8,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01
137,Tomás Conechny,ar ARG,"FW,MF",Alavés,La Liga,26-325,1998,14,9,701,7.8,1,0,1,1,0,0,4,0,2.3,2.3,0.2,2.5,12,14,53,0.13,0.00,0.13,0.13,0.13,0.29,0.03,0.32,0.29,0.32
138,Copete,es ESP,DF,Mallorca,La Liga,25-131,1999,16,7,749,8.3,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.4,6,23,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
139,Iker Córdoba,es ESP,DF,Valencia,La Liga,19-099,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.45
140,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,La Liga,29-346,1995,22,3,601,6.7,2,1,3,2,0,0,3,0,4.0,4.0,1.2,5.2,19,17,61,0.30,0.15,0.45,0.30,0.45,0.60,0.18,0.78,0.60,0.78
141,Thierry Correia,pt POR,DF,Valencia,La Liga,25-346,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
142,Coba da Costa,es ESP,"MF,FW",Getafe,La Liga,22-207,2002,8,7,570,6.3,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.3,21,7,38,0.16,0.16,0.32,0.16,0.32,0.11,0.09,0.20,0.11,0.20
143,Logan Costa,cv CPV,DF,Villarreal,La Liga,23-323,2001,18,16,"1,423",15.8,2,0,2,2,0,0,2,0,0.6,0.6,0.3,0.9,15,62,9,0.13,0.00,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06
144,Samu Costa,pt POR,MF,Mallorca,La Liga,24-083,2000,20,20,"1,681",18.7,0,2,2,0,0,0,6,1,1.4,1.4,1.1,2.5,15,76,49,0.00,0.11,0.11,0.00,0.11,0.07,0.06,0.13,0.07,0.13
145,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,32-283,1992,21,21,"1,890",21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Juan Cruz Armada,es ESP,DF,Osasuna,La Liga,32-205,1992,16,13,976,10.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,7,34,10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
147,Juan Cruz,es ESP,"FW,DF",Leganés,La Liga,24-299,2000,23,17,"1,488",16.5,4,1,5,4,0,0,2,0,1.5,1.5,1.6,3.1,38,40,86,0.24,0.06,0.30,0.24,0.30,0.09,0.09,0.19,0.09,0.19
148,Pau Cubarsí,es ESP,DF,Barcelona,La Liga,18-027,2007,24,21,"1,907",21.2,0,3,3,0,0,0,3,0,0.7,0.7,1.6,2.3,19,136,4,0.00,0.14,0.14,0.00,0.14,0.03,0.08,0.11,0.03,0.11
149,Cucho,co COL,FW,Betis,La Liga,25-304,1999,1,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
150,Arnaut Danjuma,nl NED,FW,Villarreal,La Liga,28-018,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38
151,Arnaut Danjuma,nl NED,"FW,MF",Girona,La Liga,28-018,1997,15,9,800,8.9,1,0,1,1,0,0,2,0,1.7,1.7,0.7,2.4,54,25,110,0.11,0.00,0.11,0.11,0.11,0.20,0.07,0.27,0.20,0.27
152,Sergi Darder,es ESP,"MF,FW",Mallorca,La Liga,31-058,1993,24,20,"1,556",17.3,0,1,1,0,0,0,1,0,1.6,1.6,1.7,3.3,28,90,58,0.00,0.06,0.06,0.00,0.06,0.09,0.10,0.19,0.09,0.19
153,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,La Liga,30-270,1994,22,13,"1,271",14.1,3,3,6,3,0,0,6,0,1.1,1.1,3.8,4.9,48,141,51,0.21,0.21,0.42,0.21,0.42,0.08,0.27,0.35,0.08,0.35
154,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,28-061,1996,3,1,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,0,1.20,0.00,1.20,1.20,1.20,0.58,0.02,0.60,0.58,0.60
155,Assane Diao,es ESP,FW,Betis,La Liga,19-164,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.50,0.75,0.26,0.75
156,Moussa Diarra,ml MLI,DF,Alavés,La Liga,24-100,2000,19,16,"1,479",16.4,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,9,56,20,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
157,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,La Liga,25-199,1999,19,9,849,9.4,3,2,5,3,0,0,0,0,2.9,2.9,2.3,5.2,20,46,62,0.32,0.21,0.53,0.32,0.53,0.31,0.25,0.56,0.31,0.56
158,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,La Liga,26-258,1998,12,3,343,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.3,6,14,9,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.33,0.14,0.33
159,Diego,es ESP,"FW,MF",Leganés,La Liga,24-306,2000,15,5,531,5.9,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,6,10,27,0.17,0.00,0.17,0.17,0.17,0.24,0.04,0.27,0.24,0.27
160,Stole Dimitrievski,mk MKD,GK,Valencia,La Liga,31-055,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Álvaro djaló,es ESP,FW,Athletic Club,La Liga,25-186,1999,13,4,457,5.1,1,0,1,1,0,0,0,0,0.8,0.8,0.7,1.5,16,7,42,0.20,0.00,0.20,0.20,0.20,0.15,0.15,0.29,0.15,0.29
162,Djené,tg TOG,"DF,MF",Getafe,La Liga,33-049,1991,22,22,"1,802",20.0,0,0,0,0,0,0,8,0,0.3,0.3,0.6,0.9,12,52,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
163,Marko Dmitrović,rs SRB,GK,Leganés,La Liga,33-025,1992,18,18,"1,620",18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Marc Domenech,es ESP,FW,Mallorca,La Liga,19-048,2006,3,2,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,2,8,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
165,Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,24-007,2001,12,9,737,8.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,6,42,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
166,Israel Domínguez,es ESP,FW,Sevilla,La Liga,21-287,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Sergi Dominguez,es ESP,DF,Barcelona,La Liga,19-323,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Anastasios Douvikas,gr GRE,FW,Celta Vigo,La Liga,25-200,1999,20,6,700,7.8,3,1,4,3,0,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.60,0.57,0.60
169,Domingos Duarte,pt POR,DF,Getafe,La Liga,29-345,1995,10,9,812,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,21,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
170,Duk,cv CPV,"MF,FW",Leganés,La Liga,25-002,2000,2,0,37,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,1,9,0.00,0.00,0.00,0.00,0.00,0.05,0.21,0.25,0.05,0.25
171,Pablo Durán,es ESP,"FW,MF",Celta Vigo,La Liga,23-269,2001,14,9,799,8.9,4,2,6,4,0,0,3,0,2.8,2.8,2.0,4.8,17,16,81,0.45,0.23,0.68,0.45,0.68,0.32,0.22,0.54,0.32,0.54
172,Hugo Duro,es ESP,FW,Valencia,La Liga,25-100,1999,21,20,"1,651",18.3,7,2,9,7,0,0,3,0,6.1,6.1,1.2,7.3,11,20,52,0.38,0.11,0.49,0.38,0.49,0.33,0.06,0.40,0.33,0.40
173,Chidera Ejuke,ng NGA,FW,Sevilla,La Liga,27-047,1998,14,6,640,7.1,1,1,2,1,0,0,0,0,0.8,0.8,1.5,2.3,57,28,71,0.14,0.14,0.28,0.14,0.28,0.11,0.21,0.32,0.11,0.32
174,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,30-327,1994,11,6,613,6.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9,23,3,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
175,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,La Liga,32-287,1992,22,13,"1,106",12.3,1,1,2,1,0,0,4,0,1.3,1.3,1.7,3.0,31,34,72,0.08,0.08,0.16,0.08,0.16,0.11,0.14,0.25,0.11,0.25
176,Endrick,br BRA,FW,Real Madrid,La Liga,18-212,2006,14,0,99,1.1,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.8,5,5,14,0.91,0.00,0.91,0.91,0.91,0.68,0.06,0.74,0.68,0.74
177,Alfonso Espino,uy URU,DF,Rayo Vallecano,La Liga,33-044,1992,6,5,397,4.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,5,15,12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06
178,Dario Essugo,pt POR,MF,Las Palmas,La Liga,19-341,2005,14,14,"1,101",12.2,1,0,1,1,0,0,7,1,0.3,0.3,0.2,0.6,12,53,6,0.08,0.00,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05
179,Edu Expósito,es ESP,"MF,FW",Espanyol,La Liga,28-201,1996,6,1,154,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,4,12,7,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.25,0.06,0.25
180,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,La Liga,23-063,2001,23,18,"1,523",16.9,1,1,2,1,0,1,2,0,7.0,6.2,1.7,7.8,97,55,164,0.06,0.06,0.12,0.06,0.12,0.41,0.10,0.51,0.37,0.46
181,Ansu Fati,es ESP,FW,Barcelona,La Liga,22-110,2002,4,1,127,1.4,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,4,3,16,0.00,0.00,0.00,0.00,0.00,0.42,0.04,0.46,0.42,0.46
182,Peter Federico,do DOM,"MF,FW",Getafe,La Liga,22-208,2002,12,1,334,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,5,24,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
184,Kiko Femenía,es ESP,DF,Villarreal,La Liga,34-016,1991,21,21,"1,725",19.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.4,45,88,37,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.07,0.02,0.07
185,Álvaro Fernández,es ESP,GK,Sevilla,La Liga,26-311,1998,8,7,657,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
186,Roberto Férnandez,es ESP,FW,Espanyol,La Liga,22-230,2002,5,4,319,3.5,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.0,4,3,7,0.56,0.00,0.56,0.56,0.56,0.27,0.02,0.29,0.27,0.29
187,Valery Fernández,es ESP,"MF,FW",Mallorca,La Liga,25-087,1999,12,1,231,2.6,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,2,3,8,0.78,0.00,0.78,0.78,0.78,0.33,0.00,0.33,0.33,0.33
188,Mateo Flores,es ESP,MF,Betis,La Liga,20-317,2004,5,1,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Pablo Fornals,es ESP,"MF,FW",Betis,La Liga,28-362,1996,15,12,"1,047",11.6,1,0,1,1,0,0,2,0,1.4,1.4,2.1,3.4,16,85,60,0.09,0.00,0.09,0.09,0.09,0.12,0.18,0.29,0.12,0.29
190,Héctor Fort,es ESP,DF,Barcelona,La Liga,18-200,2006,11,3,360,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.7,9,15,17,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19
191,Dimitri Foulquier,fr FRA,DF,Valencia,La Liga,31-332,1993,22,15,"1,432",15.9,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.6,26,50,44,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
192,Juan Foyth,ar ARG,DF,Villarreal,La Liga,27-037,1998,7,5,452,5.0,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,3,13,0,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.17,0.14,0.17
193,Alejandro Francés,es ESP,DF,Girona,La Liga,22-201,2002,11,8,710,7.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,10,38,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
194,Enric Franquesa,es ESP,"DF,FW",Leganés,La Liga,27-358,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,11,12,30,0.15,0.00,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06
195,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,La Liga,27-364,1997,24,20,"1,718",19.1,4,3,7,4,0,0,2,0,4.5,4.5,3.1,7.6,59,40,145,0.21,0.16,0.37,0.21,0.37,0.23,0.16,0.40,0.23,0.40
196,Darío Fuentes,es ESP,DF,Sevilla,La Liga,22-037,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Manuel Fuster,es ESP,"FW,MF",Las Palmas,La Liga,27-119,1997,18,6,659,7.3,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.7,14,41,59,0.27,0.00,0.27,0.27,0.27,0.08,0.15,0.23,0.08,0.23
198,Javi Galán,es ESP,DF,Atlético Madrid,La Liga,30-091,1994,14,12,965,10.7,0,2,2,0,0,0,6,0,0.1,0.1,2.0,2.1,28,30,65,0.00,0.19,0.19,0.00,0.19,0.01,0.19,0.19,0.01,0.19
199,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,La Liga,31-196,1993,16,12,950,10.6,0,2,2,0,0,0,3,0,0.1,0.1,2.1,2.3,15,91,25,0.00,0.19,0.19,0.00,0.19,0.01,0.20,0.21,0.01,0.21
200,Conor Gallagher,eng ENG,MF,Atlético Madrid,La Liga,25-012,2000,18,13,990,11.0,2,0,2,2,0,0,2,0,1.8,1.8,0.2,2.0,13,32,34,0.18,0.00,0.18,0.18,0.18,0.16,0.02,0.18,0.16,0.18
201,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,La Liga,32-114,1992,22,15,"1,406",15.6,3,2,5,3,0,0,4,0,3.8,3.8,3.3,7.0,44,48,135,0.19,0.13,0.32,0.19,0.32,0.24,0.21,0.45,0.24,0.45
202,Eric García,es ESP,"MF,DF",Barcelona,La Liga,24-040,2001,15,5,701,7.8,1,1,2,1,0,0,1,0,1.5,1.5,0.4,1.9,9,48,5,0.13,0.13,0.26,0.13,0.26,0.20,0.05,0.24,0.20,0.24
203,Fran Garcia,es ESP,DF,Real Madrid,La Liga,25-188,1999,19,13,"1,217",13.5,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.3,34,66,95,0.00,0.07,0.07,0.00,0.07,0.05,0.05,0.09,0.05,0.09
204,Joan García,es ESP,GK,Espanyol,La Liga,23-290,2001,24,24,"2,160",24.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Pablo Garcia,es ESP,FW,Betis,La Liga,18-187,2006,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Rubén García,es ESP,"FW,MF",Osasuna,La Liga,31-219,1993,23,19,"1,522",16.9,2,4,6,2,0,0,2,0,1.4,1.4,1.6,3.1,21,71,100,0.12,0.24,0.35,0.12,0.35,0.09,0.10,0.18,0.09,0.18
207,Yarek Gasiorowski,es ESP,DF,Valencia,La Liga,20-037,2005,14,9,940,10.4,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,9,37,0,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
208,Gavi,es ESP,MF,Barcelona,La Liga,20-197,2004,14,7,444,4.9,0,1,1,0,0,0,4,0,0.2,0.2,1.0,1.2,2,22,17,0.00,0.20,0.20,0.00,0.20,0.05,0.19,0.24,0.05,0.24
209,Paulo Gazzaniga,ar ARG,GK,Girona,La Liga,33-047,1992,24,24,"2,115",23.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Bryan Gil,es ESP,"FW,MF",Girona,La Liga,24-007,2001,22,19,"1,538",17.1,3,3,6,3,0,0,3,0,2.2,2.2,2.8,5.1,66,65,189,0.18,0.18,0.35,0.18,0.35,0.13,0.17,0.30,0.13,0.30
212,Moi Gómez,es ESP,"MF,FW",Osasuna,La Liga,30-240,1994,18,4,567,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,9,39,12,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14
