,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
201,Amine Gouiri,dz ALG,"FW,MF",Marseille,Ligue 1,25-005,2000,3,2,187,2.1,2,3,5,2,0,0,0,0,1.8,1.8,2.2,4.0,7,6,26,0.96,1.44,2.41,0.96,2.41,0.88,1.06,1.94,0.88,1.94
202,Amine Gouiri,dz ALG,"MF,FW",Rennes,Ligue 1,25-005,2000,19,11,"1,037",11.5,3,2,5,3,0,0,2,0,3.5,3.5,0.4,3.9,22,46,63,0.26,0.17,0.43,0.26,0.43,0.30,0.03,0.34,0.30,0.34
203,Jonathan Gradit,fr FRA,DF,Lens,Ligue 1,32-089,1992,15,14,"1,215",13.5,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,9,71,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
204,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,Ligue 1,28-191,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67
205,Mason Greenwood,eng ENG,"FW,MF",Marseille,Ligue 1,23-143,2001,22,22,"1,865",20.7,14,3,17,9,5,6,1,0,10.8,6.0,4.0,10.0,85,97,193,0.68,0.14,0.82,0.43,0.58,0.52,0.19,0.72,0.29,0.49
206,Albert Grønbaek,dk DEN,"MF,FW",Rennes,Ligue 1,23-274,2001,16,9,813,9.0,2,1,3,2,0,0,1,0,1.5,1.5,1.0,2.5,23,30,58,0.22,0.11,0.33,0.22,0.33,0.17,0.12,0.28,0.17,0.28
207,Gabriel Gudmundsson,se SWE,DF,Lille,Ligue 1,25-298,1999,21,15,"1,325",14.7,2,0,2,2,0,0,3,0,0.6,0.6,1.0,1.6,57,74,93,0.14,0.00,0.14,0.14,0.14,0.04,0.07,0.11,0.04,0.11
208,Axel Gueguin,fr FRA,FW,Montpellier,Ligue 1,19-334,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Evann Guessand,ci CIV,"FW,MF",Nice,Ligue 1,23-235,2001,22,22,"1,880",20.9,9,6,15,9,0,0,2,0,6.9,6.9,4.2,11.1,66,62,115,0.43,0.29,0.72,0.43,0.72,0.33,0.20,0.53,0.33,0.53
210,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,Ligue 1,18-176,2006,13,2,297,3.3,2,0,2,2,0,0,0,0,0.6,0.6,0.1,0.6,13,6,29,0.61,0.00,0.61,0.61,0.61,0.18,0.02,0.19,0.18,0.19
211,Massadio Haïdara,ml MLI,DF,Brest,Ligue 1,32-081,1992,11,10,786,8.7,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,15,38,35,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
212,Achraf Hakimi,ma MAR,DF,Paris S-G,Ligue 1,26-109,1998,17,17,"1,478",16.4,2,5,7,2,0,0,2,0,2.2,2.2,5.1,7.3,73,118,203,0.12,0.30,0.43,0.12,0.43,0.13,0.31,0.44,0.13,0.44
213,Florent Hanin,dz ALG,DF,Angers,Ligue 1,35-017,1990,21,19,"1,646",18.3,1,2,3,1,0,0,1,0,0.8,0.8,1.4,2.2,28,70,74,0.05,0.11,0.16,0.05,0.16,0.04,0.08,0.12,0.04,0.12
214,Amine Harit,ma MAR,MF,Marseille,Ligue 1,27-248,1997,9,8,472,5.2,2,3,5,2,0,0,0,1,0.7,0.7,1.3,2.0,12,33,21,0.38,0.57,0.95,0.38,0.95,0.14,0.25,0.39,0.14,0.39
215,Hans Hateboer,nl NED,DF,Rennes,Ligue 1,31-043,1994,21,15,"1,391",15.5,0,0,0,0,0,0,3,0,0.4,0.4,1.4,1.8,19,77,54,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
216,Kjetil Haug,no NOR,GK,Toulouse,Ligue 1,26-254,1998,2,1,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Luis Henrique,br BRA,"DF,FW",Marseille,Ligue 1,23-069,2001,22,20,"1,745",19.4,7,4,11,7,0,0,0,0,2.8,2.8,3.3,6.2,59,94,169,0.36,0.21,0.57,0.36,0.57,0.15,0.17,0.32,0.15,0.32
218,Lucas Hernández,fr FRA,DF,Paris S-G,Ligue 1,29-007,1996,8,4,375,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,18,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Ki-Jana Hoever,nl NED,DF,Auxerre,Ligue 1,23-034,2002,19,16,"1,292",14.4,0,1,1,0,0,0,2,1,0.2,0.2,1.3,1.5,36,51,71,0.00,0.07,0.07,0.00,0.07,0.01,0.09,0.11,0.01,0.11
220,Cédric Hountondji,bj BEN,DF,Angers,Ligue 1,31-033,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Ilyes Housni,fr FRA,"FW,MF",Le Havre,Ligue 1,19-283,2005,8,3,219,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7,3,19,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.16,0.09,0.16
222,Pierre Højbjerg,dk DEN,MF,Marseille,Ligue 1,29-200,1995,21,21,"1,885",20.9,2,3,5,2,0,0,4,0,2.9,2.9,2.8,5.7,26,174,31,0.10,0.14,0.24,0.10,0.24,0.14,0.14,0.27,0.14,0.27
223,George Ilenikhena,fr FRA,FW,Monaco,Ligue 1,18-189,2006,17,5,578,6.4,3,2,5,3,0,0,0,0,4.1,4.1,1.3,5.4,8,6,44,0.47,0.31,0.78,0.47,0.78,0.64,0.20,0.84,0.64,0.84
224,Rareş Ilie,ro ROU,MF,Nice,Ligue 1,21-308,2003,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,3,1,0.00,0.00,0.00,0.00,0.00,0.25,2.47,2.72,0.25,2.72
225,Ismaily,br BRA,DF,Lille,Ligue 1,35-041,1990,6,4,329,3.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,5,23,26,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
226,Yanis Issoufou,fr FRA,"MF,FW",Montpellier,Ligue 1,18-116,2006,4,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
227,Junya Ito,jp JPN,FW,Reims,Ligue 1,31-349,1993,22,22,"1,936",21.5,4,3,7,4,0,0,0,0,3.5,3.5,5.8,9.3,87,103,208,0.19,0.14,0.33,0.19,0.33,0.16,0.27,0.43,0.16,0.43
228,Jérémy Jacquet,fr FRA,DF,Rennes,Ligue 1,19-223,2005,2,2,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Ismail Jakobs,sn SEN,DF,Monaco,Ligue 1,25-188,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
230,Jordan James,wls WAL,MF,Rennes,Ligue 1,20-234,2004,13,9,742,8.2,0,0,0,0,0,0,4,0,0.5,0.5,0.9,1.4,9,45,7,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17
231,John Joe,ie IRL,MF,Reims,Ligue 1,21-120,2003,3,3,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
232,Karl-Johan Johnsson,se SWE,GK,Strasbourg,Ligue 1,35-024,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Paul Joly,fr FRA,DF,Auxerre,Ligue 1,24-259,2000,15,8,749,8.3,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.5,21,38,50,0.00,0.12,0.12,0.00,0.12,0.05,0.14,0.18,0.05,0.18
234,Jota,pt POR,"FW,MF",Rennes,Ligue 1,25-328,1999,9,3,334,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0.27,0.00,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44
235,Antoine Joujou,fr FRA,"MF,FW",Le Havre,Ligue 1,21-346,2003,16,7,709,7.9,0,1,1,0,0,0,1,0,0.5,0.5,2.0,2.5,35,10,63,0.00,0.13,0.13,0.00,0.13,0.06,0.25,0.31,0.06,0.31
236,Jubal,br BRA,DF,Auxerre,Ligue 1,31-176,1993,19,19,"1,657",18.4,3,0,3,1,2,3,5,0,3.2,0.8,0.4,1.3,0,20,2,0.16,0.00,0.16,0.05,0.05,0.17,0.02,0.20,0.05,0.07
237,Hamed Junior Traorè,ci CIV,"MF,FW",Auxerre,Ligue 1,25-005,2000,19,19,"1,551",17.2,9,1,10,9,0,0,4,0,5.6,5.6,2.1,7.8,49,73,114,0.52,0.06,0.58,0.52,0.58,0.33,0.12,0.45,0.33,0.45
238,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,Ligue 1,20-254,2004,12,8,634,7.0,1,1,2,1,0,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.14,0.14,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32
239,Tino Kadewere,zw ZIM,"MF,FW",Nantes,Ligue 1,29-047,1996,8,6,475,5.3,1,2,3,1,0,0,1,0,1.6,1.6,1.0,2.5,4,16,25,0.19,0.38,0.57,0.19,0.57,0.30,0.18,0.48,0.30,0.48
240,Arnaud Kalimuendo,fr FRA,FW,Rennes,Ligue 1,23-032,2002,21,20,"1,636",18.2,9,0,9,5,4,5,2,0,8.0,4.5,1.1,5.6,24,47,109,0.50,0.00,0.50,0.28,0.28,0.44,0.06,0.50,0.25,0.31
241,Justin-Noël Kalumba,fr FRA,MF,Angers,Ligue 1,20-058,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
242,Waren Kamanzi,no NOR,"DF,MF",Toulouse,Ligue 1,24-102,2000,17,8,767,8.5,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.6,15,26,46,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
243,Glen Kamara,fi FIN,MF,Rennes,Ligue 1,29-116,1995,13,8,662,7.4,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,5,34,22,0.00,0.14,0.14,0.00,0.14,0.02,0.02,0.05,0.02,0.05
244,Nordine Kandil,fr FRA,MF,Strasbourg,Ligue 1,23-113,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,Ligue 1,24-002,2001,22,14,"1,287",14.3,6,4,10,6,0,0,1,0,2.9,2.9,4.6,7.5,42,112,105,0.42,0.28,0.70,0.42,0.70,0.20,0.32,0.53,0.20,0.53
246,Yassine Kechta,ma MAR,"MF,FW",Le Havre,Ligue 1,22-362,2002,20,15,"1,290",14.3,1,0,1,1,0,0,4,0,1.1,1.1,1.0,2.1,27,52,57,0.07,0.00,0.07,0.07,0.07,0.08,0.07,0.15,0.08,0.15
247,Thilo Kehrer,de GER,DF,Monaco,Ligue 1,28-153,1996,19,19,"1,710",19.0,4,0,4,4,0,0,0,0,1.2,1.2,0.3,1.4,9,90,2,0.21,0.00,0.21,0.21,0.21,0.06,0.01,0.08,0.06,0.08
248,Reda Khadra,de GER,"MF,FW",Reims,Ligue 1,23-232,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
249,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,Ligue 1,34-013,1991,21,9,892,9.9,1,1,2,1,0,0,3,0,1.6,1.6,2.1,3.7,17,29,41,0.10,0.10,0.20,0.10,0.20,0.17,0.21,0.38,0.17,0.38
250,Abdukodir Khusanov,uz UZB,DF,Lens,Ligue 1,20-358,2004,13,11,975,10.8,0,0,0,0,0,0,2,1,0.2,0.2,0.3,0.6,2,43,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
251,Joshua King,no NOR,"FW,MF",Toulouse,Ligue 1,33-037,1992,19,15,"1,176",13.1,4,2,6,4,0,0,2,0,4.5,4.5,1.6,6.1,25,23,75,0.31,0.15,0.46,0.31,0.46,0.34,0.12,0.46,0.34,0.46
252,Cédric Kipré,ci CIV,DF,Reims,Ligue 1,28-074,1996,19,17,"1,512",16.8,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,9,57,1,0.00,0.06,0.06,0.00,0.06,0.04,0.04,0.07,0.04,0.07
253,Hervé Koffi,bf BFA,GK,Lens,Ligue 1,28-128,1996,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Philipp Köhn,ch SUI,GK,Monaco,Ligue 1,26-325,1998,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Koka,eg EGY,FW,Le Havre,Ligue 1,31-353,1993,5,3,285,3.2,1,0,1,1,0,0,0,0,2.4,2.4,0.3,2.7,0,3,6,0.32,0.00,0.32,0.32,0.32,0.76,0.08,0.85,0.76,0.85
256,Randal Kolo Muani,fr FRA,FW,Paris S-G,Ligue 1,26-078,1998,10,2,358,4.0,2,1,3,1,1,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.50,0.25,0.75,0.25,0.50,1.17,0.21,1.39,0.98,1.19
257,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,Ligue 1,32-006,1993,15,12,"1,144",12.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,8,55,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
258,Abdoul Koné,fr FRA,DF,Reims,Ligue 1,19-305,2005,3,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Amadou Koné,ml MLI,MF,Reims,Ligue 1,19-283,2005,13,7,598,6.6,0,0,0,0,0,0,1,1,0.1,0.1,0.0,0.2,15,44,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
260,Ismaël Koné,ca CAN,"MF,FW",Marseille,Ligue 1,22-260,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16
261,Ismaël Koné,ca CAN,MF,Rennes,Ligue 1,22-260,2002,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,Ligue 1,19-016,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Boubakar Kouyaté,ml MLI,DF,Montpellier,Ligue 1,27-312,1997,6,3,306,3.4,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,1,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
264,Goduine Koyalipou,cf CTA,FW,Lens,Ligue 1,25-006,2000,5,5,326,3.6,1,0,1,1,0,0,0,0,1.0,1.0,0.4,1.5,9,7,31,0.28,0.00,0.28,0.28,0.28,0.29,0.12,0.41,0.29,0.41
265,Sael Kumbedi,fr FRA,DF,Lyon,Ligue 1,19-332,2005,8,7,580,6.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,13,21,42,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
266,Daler Kuzyaev,ru RUS,MF,Le Havre,Ligue 1,32-037,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.00,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12
267,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,Ligue 1,24-009,2001,4,4,295,3.3,1,1,2,1,0,0,0,0,1.4,1.4,0.5,1.9,10,12,42,0.31,0.31,0.61,0.31,0.61,0.44,0.14,0.58,0.44,0.58
268,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,Ligue 1,21-355,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.28,0.14,0.42,0.28,0.42,0.36,0.15,0.51,0.36,0.51
269,Gaëtan Laborde,fr FRA,FW,Nice,Ligue 1,30-294,1994,16,10,957,10.6,9,2,11,5,4,4,0,0,7.3,4.2,1.7,5.9,20,22,74,0.85,0.19,1.03,0.47,0.66,0.69,0.16,0.85,0.39,0.56
270,Alexandre Lacazette,fr FRA,FW,Lyon,Ligue 1,33-269,1991,19,15,"1,277",14.2,7,2,9,5,2,3,2,0,8.9,6.6,3.0,9.6,14,52,107,0.49,0.14,0.63,0.35,0.49,0.63,0.21,0.84,0.47,0.68
271,Younes Lachaab,fr FRA,"MF,FW",Lille,Ligue 1,20-046,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.95,0.95,0.95
272,Alban Lafont,fr FRA,GK,Nantes,Ligue 1,26-029,1999,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Kenny Lala,mg MAD,DF,Brest,Ligue 1,33-141,1991,19,18,"1,696",18.8,2,1,3,0,2,2,2,0,2.2,0.6,1.7,2.3,37,81,48,0.11,0.05,0.16,0.00,0.05,0.11,0.09,0.21,0.03,0.12
274,Mohamed Lamine Bayo,gn GUI,FW,Lille,Ligue 1,26-262,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,2.2,2.2,0.5,2.7,4,4,20,0.58,0.29,0.87,0.58,0.87,0.65,0.15,0.80,0.65,0.80
275,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,Ligue 1,27-364,1997,22,22,"1,980",22.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Julien Le Cardinal,fr FRA,DF,Brest,Ligue 1,27-202,1997,10,10,883,9.8,0,1,1,0,0,0,2,0,0.4,0.4,0.2,0.6,5,22,1,0.00,0.10,0.10,0.00,0.10,0.04,0.02,0.06,0.04,0.06
277,Jérémy Le Douaron,fr FRA,FW,Brest,Ligue 1,26-306,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
278,Benjamin Lecomte,fr FRA,GK,Montpellier,Ligue 1,33-301,1991,19,19,"1,710",19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Pierre Lees-Melou,fr FRA,MF,Brest,Ligue 1,31-272,1993,9,6,547,6.1,1,1,2,1,0,0,2,0,0.8,0.8,0.9,1.7,13,47,14,0.16,0.16,0.33,0.16,0.33,0.13,0.15,0.28,0.13,0.28
280,Jordan Lefort,fr FRA,DF,Angers,Ligue 1,31-196,1993,22,22,"1,980",22.0,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.3,2,62,11,0.00,0.05,0.05,0.00,0.05,0.01,0.05,0.06,0.01,0.06
281,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,Ligue 1,21-198,2003,15,9,865,9.6,1,1,2,1,0,0,2,0,1.1,1.1,1.4,2.5,14,27,38,0.10,0.10,0.21,0.10,0.21,0.11,0.14,0.26,0.11,0.26
282,Donovan Léon,gf GUF,GK,Auxerre,Ligue 1,32-110,1992,20,20,"1,800",20.0,0,2,2,0,0,0,2,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.10,0.10,0.00,0.10,0.00,0.02,0.02,0.00,0.02
283,Esteban Lepaul,fr FRA,FW,Angers,Ligue 1,24-309,2000,18,8,780,8.7,5,0,5,5,0,0,0,0,3.4,3.4,0.6,4.0,15,11,31,0.58,0.00,0.58,0.58,0.58,0.39,0.07,0.46,0.39,0.46
284,Johann Lepenant,fr FRA,MF,Nantes,Ligue 1,22-122,2002,18,16,"1,403",15.6,2,1,3,2,0,0,3,0,1.1,1.1,0.9,1.9,20,65,49,0.13,0.06,0.19,0.13,0.19,0.07,0.06,0.12,0.07,0.12
285,Louis Leroux,fr FRA,"MF,DF",Nantes,Ligue 1,19-029,2006,6,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22
286,Pol Lirola,es ESP,DF,Marseille,Ligue 1,27-192,1997,11,4,443,4.9,1,2,3,1,0,0,1,1,0.5,0.5,0.5,1.0,7,11,30,0.20,0.41,0.61,0.20,0.61,0.10,0.10,0.20,0.10,0.20
287,Gautier Lloris,fr FRA,DF,Le Havre,Ligue 1,29-218,1995,21,21,"1,889",21.0,2,1,3,2,0,0,4,0,1.1,1.1,0.9,2.0,12,82,7,0.10,0.05,0.14,0.10,0.14,0.05,0.04,0.10,0.05,0.10
288,Elysée Logbo,fr FRA,FW,Le Havre,Ligue 1,20-291,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61
289,Anthony Lopes,pt POR,GK,Nantes,Ligue 1,34-143,1990,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Jordan Lotomba,ch SUI,"MF,DF",Nice,Ligue 1,26-145,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Tom Louchet,fr FRA,"DF,MF",Nice,Ligue 1,21-293,2003,14,6,574,6.4,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.9,12,21,25,0.16,0.00,0.16,0.16,0.16,0.02,0.12,0.14,0.02,0.14
292,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,Ligue 1,19-095,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Othmane Maamma,ma MAR,"FW,MF",Montpellier,Ligue 1,19-138,2005,7,0,147,1.6,1,1,2,1,0,0,1,0,0.5,0.5,0.2,0.6,4,1,12,0.61,0.61,1.22,0.61,1.22,0.28,0.12,0.40,0.28,0.40
294,Deiver Machado,co COL,DF,Lens,Ligue 1,31-172,1993,18,11,"1,093",12.1,1,0,1,1,0,0,5,2,1.8,1.8,0.9,2.6,27,33,48,0.08,0.00,0.08,0.08,0.08,0.15,0.07,0.22,0.15,0.22
295,Yvann Macon,fr FRA,DF,Saint-Étienne,Ligue 1,26-143,1998,5,4,304,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,15,23,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
296,Eros Maddy,nl NED,DF,Auxerre,Ligue 1,24-016,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Soungoutou Magassa,fr FRA,MF,Monaco,Ligue 1,21-136,2003,16,10,883,9.8,0,1,1,0,0,0,5,0,0.5,0.5,0.8,1.3,6,55,10,0.00,0.10,0.10,0.00,0.10,0.05,0.08,0.13,0.05,0.13
298,Hugo Magnetti,fr FRA,MF,Brest,Ligue 1,26-267,1998,21,17,"1,503",16.7,1,0,1,1,0,0,3,0,0.5,0.5,0.4,0.9,9,51,14,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
299,Frank Magri,cm CMR,FW,Toulouse,Ligue 1,25-170,1999,20,6,594,6.6,0,0,0,0,0,0,2,1,1.8,1.8,0.2,2.1,10,17,37,0.00,0.00,0.00,0.00,0.00,0.28,0.03,0.31,0.28,0.31
300,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,Ligue 1,27-176,1997,20,12,"1,159",12.9,1,2,3,1,0,0,0,0,1.0,1.0,1.9,2.9,17,57,62,0.08,0.16,0.23,0.08,0.23,0.08,0.15,0.23,0.08,0.23
301,Radosław Majecki,pl POL,GK,Monaco,Ligue 1,25-097,1999,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,Nikola Maksimović,rs SRB,DF,Montpellier,Ligue 1,33-088,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
303,Aaron Malouda,fr FRA,FW,Lille,Ligue 1,19-083,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Hianga Mananga Mbock,fr FRA,MF,Brest,Ligue 1,25-055,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
305,Steve Mandanda,fr FRA,GK,Rennes,Ligue 1,39-330,1985,16,16,"1,395",15.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
306,Aïssa Mandi,dz ALG,DF,Lille,Ligue 1,33-122,1991,17,15,"1,247",13.9,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,9,71,15,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
