,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
95,Gabin Capuano,fr FRA,FW,Lens,Ligue 1,18-301,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Maxence Caqueret,fr FRA,MF,Lyon,Ligue 1,25-006,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,14,50,15,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17
97,Valentin Carboni,ar ARG,"MF,FW",Marseille,Ligue 1,19-353,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,4,8,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14
98,Irvin Cardona,fr FRA,FW,Saint-Étienne,Ligue 1,27-197,1997,3,1,135,1.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,7,3,14,0.00,0.67,0.67,0.00,0.67,0.00,0.44,0.44,0.00,0.44
99,Patrik Carlgren,se SWE,GK,Nantes,Ligue 1,33-044,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Josué Casimir,fr FRA,"FW,MF",Le Havre,Ligue 1,23-150,2001,15,11,962,10.7,1,2,3,1,0,0,4,0,1.6,1.6,1.1,2.7,26,21,56,0.09,0.19,0.28,0.09,0.28,0.15,0.10,0.25,0.15,0.25
101,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,Ligue 1,25-032,2000,21,20,"1,733",19.3,1,1,2,1,0,0,7,0,0.5,0.5,1.4,1.9,19,80,24,0.05,0.05,0.10,0.05,0.10,0.03,0.07,0.10,0.03,0.10
102,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,Ligue 1,30-026,1995,20,20,"1,737",19.3,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,12,70,8,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
103,Fabien Centonze,fr FRA,DF,Nantes,Ligue 1,29-036,1996,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,8,13,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
104,Brendan Chardonnet,fr FRA,DF,Brest,Ligue 1,30-061,1994,19,19,"1,710",19.0,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,7,40,3,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.05,0.03,0.05
105,Jhoanner Chávez,ec ECU,"DF,MF",Lens,Ligue 1,22-302,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1.0,14,9,36,0.15,0.00,0.15,0.15,0.15,0.04,0.11,0.15,0.04,0.15
106,Théo Chennahi,fr FRA,"MF,DF",Montpellier,Ligue 1,20-015,2005,2,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Sidiki Cherif,fr FRA,FW,Angers,Ligue 1,18-068,2006,6,3,295,3.3,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,15,0.00,0.00,0.00,0.00,0.00,0.22,0.05,0.28,0.22,0.28
108,Rayan Cherki,fr FRA,"FW,MF",Lyon,Ligue 1,21-188,2003,18,13,"1,135",12.6,4,7,11,4,0,0,2,0,3.1,3.1,6.5,9.6,45,127,99,0.32,0.56,0.87,0.32,0.87,0.25,0.51,0.76,0.25,0.76
109,Lucas Chevalier,fr FRA,GK,Lille,Ligue 1,23-107,2001,22,22,"1,980",22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
110,Pedro Chirivella,es ESP,MF,Nantes,Ligue 1,27-274,1997,21,20,"1,688",18.8,0,2,2,0,0,0,4,0,0.3,0.3,1.2,1.5,6,125,18,0.00,0.11,0.11,0.00,0.11,0.02,0.06,0.08,0.02,0.08
111,Joris Chotard,fr FRA,MF,Montpellier,Ligue 1,23-150,2001,15,15,"1,195",13.3,1,0,1,1,0,0,5,0,0.7,0.7,0.3,1.0,12,53,23,0.08,0.00,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07
112,Djaoui Cissé,fr FRA,MF,Rennes,Ligue 1,21-021,2004,3,3,216,2.4,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,5,16,2,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
113,Yoann Cissé,fr FRA,MF,Auxerre,Ligue 1,20-070,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Jonathan Clauss,fr FRA,"DF,MF",Nice,Ligue 1,32-149,1992,17,16,"1,331",14.8,2,4,6,2,0,0,4,0,1.4,1.4,4.1,5.5,27,53,80,0.14,0.27,0.41,0.14,0.41,0.09,0.28,0.37,0.09,0.37
115,Marcus Coco,fr FRA,DF,Nantes,Ligue 1,28-242,1996,13,7,672,7.5,0,1,1,0,0,0,3,1,0.0,0.0,0.6,0.7,8,31,30,0.00,0.13,0.13,0.00,0.13,0.00,0.08,0.09,0.00,0.09
116,Alois Confais,fr FRA,MF,Le Havre,Ligue 1,28-167,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Derek Cornelius,ca CAN,DF,Marseille,Ligue 1,27-088,1997,15,12,"1,019",11.3,0,0,0,0,0,0,7,1,0.8,0.8,0.1,0.9,8,47,10,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
118,Pierre Cornud,fr FRA,DF,Saint-Étienne,Ligue 1,28-071,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,11,19,17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
119,David Costa,pt POR,"MF,FW",Lens,Ligue 1,24-047,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,1.2,1.2,0.4,1.6,14,24,20,0.00,0.00,0.00,0.00,0.00,0.31,0.10,0.41,0.31,0.41
120,Logan Costa,cv CPV,DF,Toulouse,Ligue 1,23-326,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50
121,Grégoire Coudert,fr FRA,GK,Brest,Ligue 1,25-324,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,Ligue 1,22-125,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.00,2.37,2.37,2.37,0.52,0.00,0.52,0.52,0.52
123,Mamadou Coulibaly,fr FRA,MF,Monaco,Ligue 1,20-306,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,0.85,0.85
124,Soumaïla Coulibaly,fr FRA,DF,Brest,Ligue 1,21-130,2003,6,4,393,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,14,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
125,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,Ligue 1,24-003,2001,14,6,578,6.4,2,0,2,2,0,0,3,2,2.3,2.3,0.5,2.8,27,10,49,0.31,0.00,0.31,0.31,0.31,0.35,0.09,0.44,0.35,0.44
126,Nicolas Cozza,fr FRA,DF,Nantes,Ligue 1,26-044,1999,19,17,"1,464",16.3,1,0,1,1,0,0,2,1,1.2,1.2,1.4,2.6,19,49,37,0.06,0.00,0.06,0.06,0.06,0.07,0.09,0.16,0.07,0.16
127,Charlie Cresswell,eng ENG,DF,Toulouse,Ligue 1,22-188,2002,20,18,"1,603",17.8,1,0,1,1,0,0,1,0,2.0,2.0,1.0,3.0,7,34,5,0.06,0.00,0.06,0.06,0.06,0.11,0.05,0.17,0.11,0.17
128,Kévin Danois,fr FRA,MF,Auxerre,Ligue 1,20-238,2004,16,10,932,10.4,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,13,69,33,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.14,0.07,0.14
129,Kevin Danso,at AUT,DF,Lens,Ligue 1,26-155,1998,12,12,"1,080",12.0,0,0,0,0,0,0,3,0,0.5,0.5,1.0,1.5,9,52,1,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13
130,Dante,br BRA,DF,Nice,Ligue 1,41-126,1983,16,14,"1,283",14.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,13,63,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
131,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,Ligue 1,0,0,7,1,73,0.8,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,2,2,3,1.23,0.00,1.23,1.23,1.23,1.26,0.24,1.50,1.26,1.50
132,Mohammed Daramy,dk DEN,FW,Reims,Ligue 1,23-045,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51
133,Jonathan David,ca CAN,FW,Lille,Ligue 1,25-038,2000,20,17,"1,629",18.1,12,3,15,6,6,7,3,0,12.2,6.7,2.9,9.5,21,34,110,0.66,0.17,0.83,0.33,0.50,0.67,0.16,0.83,0.37,0.53
134,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,Ligue 1,24-006,2001,21,21,"1,802",20.0,7,2,9,5,2,2,1,0,5.6,4.0,2.3,6.3,59,44,112,0.35,0.10,0.45,0.25,0.35,0.28,0.12,0.40,0.20,0.32
135,Théo De Percin,mq MTQ,GK,Auxerre,Ligue 1,24-019,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Thibault De Smet,be BEL,DF,Reims,Ligue 1,26-261,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
137,Amar Dedić,ba BIH,"DF,FW",Marseille,Ligue 1,22-187,2002,2,0,41,0.5,0,1,1,0,0,0,0,0,0.7,0.7,0.7,1.4,3,1,9,0.00,2.20,2.20,0.00,2.20,1.53,1.55,3.08,1.53,3.08
138,Romain Del Castillo,fr FRA,FW,Brest,Ligue 1,28-329,1996,18,12,"1,024",11.4,5,3,8,2,3,4,0,0,4.6,1.4,2.6,4.0,24,48,93,0.44,0.26,0.70,0.18,0.44,0.40,0.23,0.63,0.12,0.36
139,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,33-135,1991,3,3,193,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,0,4,7,0.00,0.00,0.00,0.00,0.00,0.16,0.30,0.46,0.16,0.46
140,Ousmane Dembélé,fr FRA,FW,Paris S-G,Ligue 1,27-282,1997,20,14,"1,232",13.7,16,4,20,15,1,1,1,0,10.3,9.5,6.1,15.6,93,97,181,1.17,0.29,1.46,1.10,1.39,0.75,0.44,1.20,0.69,1.14
141,Arthur Desmas,fr FRA,GK,Le Havre,Ligue 1,30-320,1994,17,17,"1,530",17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Mamadou Diakhon,fr FRA,"FW,MF",Reims,Ligue 1,19-152,2005,18,3,474,5.3,1,0,1,1,0,0,2,0,0.4,0.4,0.2,0.6,37,12,56,0.19,0.00,0.19,0.19,0.19,0.07,0.05,0.12,0.07,0.12
143,Bafodé Diakité,fr FRA,DF,Lille,Ligue 1,24-046,2001,21,21,"1,890",21.0,3,1,4,3,0,0,3,0,1.9,1.9,0.1,2.0,10,60,3,0.14,0.05,0.19,0.14,0.19,0.09,0.01,0.10,0.09,0.10
144,Oumar Diakité,ci CIV,FW,Reims,Ligue 1,21-063,2003,20,18,"1,423",15.8,4,1,5,4,0,1,6,0,5.3,4.5,1.0,5.5,20,40,83,0.25,0.06,0.32,0.25,0.32,0.34,0.06,0.40,0.29,0.35
145,Habib Diarra,sn SEN,"MF,FW",Strasbourg,Ligue 1,21-049,2004,21,21,"1,820",20.2,4,3,7,2,2,2,5,0,2.9,1.3,4.0,5.3,46,90,86,0.20,0.15,0.35,0.10,0.25,0.14,0.20,0.34,0.06,0.26
146,Krépin Diatta,sn SEN,DF,Monaco,Ligue 1,25-362,1999,10,1,287,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,9,15,28,0.00,0.00,0.00,0.00,0.00,0.05,0.22,0.27,0.05,0.27
147,Kandet Diawara,gn GUI,FW,Le Havre,Ligue 1,25-011,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Mahamadou Diawara,fr FRA,MF,Le Havre,Ligue 1,20-004,2005,4,3,234,2.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,3,6,1,0.00,0.38,0.38,0.00,0.38,0.06,0.09,0.15,0.06,0.15
149,Mahamadou Diawara,fr FRA,MF,Lyon,Ligue 1,20-004,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Bamba Dieng,sn SEN,"FW,MF",Angers,Ligue 1,24-335,2000,13,4,426,4.7,2,0,2,2,0,0,1,0,2.3,2.3,0.0,2.3,5,4,27,0.42,0.00,0.42,0.42,0.42,0.48,0.00,0.48,0.48,0.48
151,Kembo Diliwidi,fr FRA,DF,Lens,Ligue 1,19-018,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Sinaly Diomande,ci CIV,DF,Auxerre,Ligue 1,23-318,2001,15,14,"1,240",13.8,3,2,5,3,0,0,3,0,1.0,1.0,0.5,1.5,2,48,4,0.22,0.15,0.36,0.22,0.36,0.07,0.04,0.11,0.07,0.11
153,Lois Diony,fr FRA,FW,Angers,Ligue 1,32-063,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Sofiane Diop,fr FRA,"MF,FW",Nice,Ligue 1,24-257,2000,18,7,801,8.9,6,3,9,6,0,0,3,0,5.8,5.8,1.4,7.3,14,41,44,0.67,0.34,1.01,0.67,1.01,0.66,0.16,0.82,0.66,0.82
155,Andy Diouf,fr FRA,MF,Lens,Ligue 1,21-280,2003,22,18,"1,527",17.0,1,1,2,1,0,0,2,0,1.5,1.5,1.8,3.3,54,87,50,0.06,0.06,0.12,0.06,0.12,0.09,0.11,0.19,0.09,0.19
156,Yehvann Diouf,fr FRA,GK,Reims,Ligue 1,25-097,1999,22,22,"1,980",22.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Assane Dioussé,sn SEN,MF,Auxerre,Ligue 1,27-154,1997,10,2,215,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,16,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
158,Álex Domínguez,es ESP,GK,Toulouse,Ligue 1,26-206,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Gianluigi Donnarumma,it ITA,GK,Paris S-G,Ligue 1,25-362,1999,17,17,"1,461",16.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Désiré Doué,fr FRA,"FW,MF",Paris S-G,Ligue 1,19-263,2005,19,9,978,10.9,1,4,5,1,0,0,1,0,2.5,2.5,4.6,7.1,60,71,133,0.09,0.37,0.46,0.09,0.46,0.23,0.42,0.65,0.23,0.65
161,Guela Doué,ci CIV,DF,Strasbourg,Ligue 1,22-127,2002,21,20,"1,816",20.2,1,0,1,1,0,0,5,0,0.8,0.8,0.3,1.1,31,103,36,0.05,0.00,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06
162,Douglas,br BRA,MF,Nantes,Ligue 1,28-039,1997,18,18,"1,486",16.5,2,2,4,2,0,0,5,0,2.2,2.2,1.3,3.4,6,86,26,0.12,0.12,0.24,0.12,0.24,0.13,0.08,0.21,0.13,0.21
163,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,Ligue 1,21-212,2003,19,19,"1,599",17.8,0,1,1,0,0,0,6,0,0.1,0.1,0.7,0.8,12,71,6,0.00,0.06,0.06,0.00,0.06,0.00,0.04,0.04,0.00,0.04
164,Kamory Doumbia,ml MLI,MF,Brest,Ligue 1,22-003,2003,19,8,870,9.7,1,1,2,1,0,0,0,0,1.6,1.6,0.8,2.4,8,44,37,0.10,0.10,0.21,0.10,0.21,0.17,0.08,0.25,0.17,0.25
165,Amidou Doumbouya,fr FRA,DF,Nice,Ligue 1,17-200,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Jean-Kevin Duverne,ht HAI,DF,Nantes,Ligue 1,27-224,1997,9,7,537,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,6,22,8,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06
167,Stefan Džodić,rs SRB,"DF,MF",Montpellier,Ligue 1,19-343,2005,5,2,190,2.1,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,2,7,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
168,Aron Dønnum,no NOR,"DF,MF",Toulouse,Ligue 1,26-307,1998,21,20,"1,706",19.0,0,0,0,0,0,0,4,0,1.1,1.1,2.2,3.4,73,80,87,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.18,0.06,0.18
169,Noah Edjouma,fr FRA,"MF,FW",Toulouse,Ligue 1,19-140,2005,2,0,34,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1,0,3,2.65,0.00,2.65,2.65,2.65,1.02,0.00,1.02,1.02,1.02
170,Jacques Ekomie,ga GAB,DF,Angers,Ligue 1,21-186,2003,10,3,328,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,10,13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
171,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,Ligue 1,23-037,2002,18,18,"1,585",17.6,0,0,0,0,0,0,3,0,0.3,0.3,0.7,0.9,12,84,8,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
172,Meschak Elia,cd COD,FW,Nantes,Ligue 1,27-199,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,8,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
173,Breel Embolo,ch SUI,FW,Monaco,Ligue 1,28-007,1997,18,11,"1,050",11.7,4,4,8,4,0,0,2,0,8.4,8.4,3.7,12.1,10,26,87,0.34,0.34,0.69,0.34,0.69,0.72,0.32,1.04,0.72,1.04
174,Emanuel Emegha,nl NED,FW,Strasbourg,Ligue 1,22-018,2003,17,17,"1,401",15.6,10,2,12,10,0,0,4,0,12.2,12.2,1.8,14.0,26,8,65,0.64,0.13,0.77,0.64,0.77,0.78,0.11,0.90,0.78,0.90
175,Romain Faivre,fr FRA,"MF,FW",Brest,Ligue 1,26-222,1998,16,9,757,8.4,2,2,4,1,1,1,2,0,1.9,1.1,1.8,2.9,19,35,32,0.24,0.24,0.48,0.12,0.36,0.22,0.21,0.44,0.13,0.34
176,Khalil Fayad,fr FRA,"MF,FW",Montpellier,Ligue 1,20-257,2004,11,5,533,5.9,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,9,28,12,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15
177,Zinedine Ferhat,dz ALG,FW,Angers,Ligue 1,31-357,1993,14,3,457,5.1,2,0,2,2,0,0,1,0,1.3,1.3,1.6,3.0,11,24,44,0.39,0.00,0.39,0.39,0.39,0.26,0.32,0.59,0.26,0.59
178,Edimilson Fernandes,ch SUI,MF,Brest,Ligue 1,28-312,1996,13,9,803,8.9,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.9,3,27,1,0.00,0.11,0.11,0.00,0.11,0.04,0.06,0.10,0.04,0.10
179,Matias Fernandez-Pardo,be BEL,FW,Lille,Ligue 1,20-018,2005,11,5,437,4.9,1,1,2,1,0,0,2,0,0.2,0.2,1.1,1.3,23,10,36,0.21,0.21,0.41,0.21,0.41,0.04,0.22,0.27,0.04,0.27
180,Jordan Ferri,fr FRA,MF,Montpellier,Ligue 1,32-346,1992,15,12,"1,051",11.7,0,1,1,0,0,0,4,1,0.3,0.3,0.5,0.8,8,82,23,0.00,0.09,0.09,0.00,0.09,0.02,0.04,0.07,0.02,0.07
181,Karol Fila,pl POL,MF,Strasbourg,Ligue 1,26-253,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Malick Fofana,be BEL,FW,Lyon,Ligue 1,19-327,2005,20,10,"1,034",11.5,3,4,7,3,0,0,1,0,2.8,2.8,2.4,5.2,68,36,128,0.26,0.35,0.61,0.26,0.61,0.24,0.21,0.45,0.24,0.45
183,Seko Fofana,ci CIV,MF,Rennes,Ligue 1,29-290,1995,6,2,317,3.5,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,15,29,15,0.00,0.28,0.28,0.00,0.28,0.08,0.17,0.26,0.08,0.26
184,Yahia Fofana,ci CIV,GK,Angers,Ligue 1,24-184,2000,22,22,"1,980",22.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Lamine Fomba,fr FRA,MF,Saint-Étienne,Ligue 1,27-026,1998,6,3,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,17,5,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14
186,Przemysław Frankowski,pl POL,DF,Lens,Ligue 1,29-315,1995,18,16,"1,387",15.4,4,2,6,2,2,2,3,0,2.3,0.7,2.5,3.2,33,117,95,0.26,0.13,0.39,0.13,0.26,0.15,0.16,0.31,0.05,0.21
187,Angelo Fulgini,fr FRA,"MF,FW",Lens,Ligue 1,28-185,1996,18,11,899,10.0,1,1,2,1,0,0,2,0,2.0,2.0,2.4,4.4,23,58,98,0.10,0.10,0.20,0.10,0.20,0.20,0.24,0.44,0.20,0.44
188,Kyogo Furuhashi,jp JPN,FW,Rennes,Ligue 1,30-032,1995,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
189,Gauthier Gallon,fr FRA,GK,Rennes,Ligue 1,31-304,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Ignatius Ganago,cm CMR,"FW,MF",Nantes,Ligue 1,26-005,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,9,26,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.25,0.15,0.25
191,Ulisses Garcia,ch SUI,DF,Marseille,Ligue 1,29-041,1996,12,5,494,5.5,2,1,3,2,0,0,1,0,1.5,1.5,0.7,2.2,10,16,67,0.36,0.18,0.55,0.36,0.55,0.27,0.12,0.39,0.27,0.39
192,Jean-Philippe Gbamin,ci CIV,MF,Nantes,Ligue 1,29-149,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,12,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
193,Mory Gbane,ci CIV,"DF,MF",Reims,Ligue 1,24-058,2000,2,2,135,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.03,0.09
194,Yann Gboho,fr FRA,"MF,FW",Toulouse,Ligue 1,24-038,2001,20,19,"1,609",17.9,2,2,4,2,0,0,1,0,3.7,3.7,2.4,6.1,84,66,145,0.11,0.11,0.22,0.11,0.22,0.21,0.14,0.34,0.21,0.34
195,Denis Genreau,au AUS,MF,Toulouse,Ligue 1,25-276,1999,8,2,222,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,9,13,7,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31
196,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,Ligue 1,28-267,1996,17,13,"1,136",12.6,3,0,3,3,0,0,1,0,2.3,2.3,2.4,4.7,38,112,72,0.24,0.00,0.24,0.24,0.24,0.18,0.19,0.37,0.18,0.37
197,André Gomes,pt POR,MF,Lille,Ligue 1,31-206,1993,13,9,690,7.7,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,7,57,9,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
198,Angel Gomes,eng ENG,MF,Lille,Ligue 1,24-174,2000,13,9,691,7.7,1,1,2,1,0,1,1,0,1.7,0.9,2.1,3.0,15,47,45,0.13,0.13,0.26,0.13,0.26,0.22,0.28,0.50,0.12,0.39
199,Carlos Gómez,co COL,"MF,FW",Rennes,Ligue 1,22-162,2002,12,2,302,3.4,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.4,8,8,37,0.30,0.00,0.30,0.30,0.30,0.04,0.07,0.11,0.04,0.11
200,Mathieu Gorgelin,fr FRA,GK,Le Havre,Ligue 1,34-200,1990,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
