,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
397,Chadi Riad,ma MAR,DF,Crystal Palace,Premier League,21-240,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
398,Declan Rice,eng ENG,MF,Arsenal,Premier League,26-029,1999,22,20,"1,741",19.3,1,5,6,1,0,0,5,1,1.5,1.5,5.2,6.7,61,130,55,0.05,0.26,0.31,0.05,0.31,0.08,0.27,0.35,0.08,0.35
399,Chris Richards,us USA,DF,Crystal Palace,Premier League,24-321,2000,13,11,978,10.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,23,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
400,Richarlison,br BRA,FW,Tottenham,Premier League,27-278,1997,9,2,279,3.1,2,1,3,2,0,0,1,0,1.2,1.2,0.9,2.1,8,10,17,0.65,0.32,0.97,0.65,0.97,0.38,0.29,0.67,0.38,0.67
401,Andrew Robertson,sct SCO,DF,Liverpool,Premier League,30-338,1994,22,20,"1,650",18.3,0,0,0,0,0,0,2,1,0.5,0.5,3.3,3.8,43,124,66,0.00,0.00,0.00,0.00,0.00,0.03,0.18,0.21,0.03,0.21
402,Antonee Robinson,us USA,DF,Fulham,Premier League,27-188,1997,24,24,"2,160",24.0,0,10,10,0,0,0,5,0,0.7,0.7,3.4,4.1,84,89,193,0.00,0.42,0.42,0.00,0.42,0.03,0.14,0.17,0.03,0.17
403,Rodri,es ESP,MF,Manchester City,Premier League,28-235,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
404,Guido Rodríguez,ar ARG,MF,West Ham,Premier League,30-306,1994,19,14,"1,017",11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
405,Mads Roerslev,dk DEN,DF,Brentford,Premier League,25-233,1999,19,11,"1,101",12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.00,0.16,0.16,0.00,0.16,0.02,0.24,0.26,0.02,0.26
406,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,Premier League,22-201,2002,23,23,"1,900",21.1,6,4,10,6,0,0,8,0,3.8,3.8,4.5,8.2,76,76,112,0.28,0.19,0.47,0.28,0.47,0.18,0.21,0.39,0.18,0.39
407,Cristian Romero,ar ARG,DF,Tottenham,Premier League,26-291,1998,12,12,974,10.8,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,10,48,2,0.09,0.00,0.09,0.09,0.09,0.10,0.05,0.15,0.10,0.15
408,Georginio Rutter,fr FRA,"FW,MF",Brighton,Premier League,22-298,2002,23,14,"1,267",14.1,4,2,6,4,0,0,2,0,3.5,3.5,1.7,5.2,38,57,66,0.28,0.14,0.43,0.28,0.43,0.25,0.12,0.37,0.25,0.37
409,José Sá,pt POR,GK,Wolves,Premier League,32-026,1993,17,17,"1,530",17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
410,Bukayo Saka,eng ENG,"FW,MF",Arsenal,Premier League,23-160,2001,16,16,"1,268",14.1,5,10,15,4,1,1,3,0,4.2,3.4,5.8,9.2,72,53,195,0.35,0.71,1.06,0.28,0.99,0.30,0.41,0.71,0.24,0.65
411,Mohamed Salah,eg EGY,FW,Liverpool,Premier League,32-242,1992,23,23,"2,029",22.5,21,13,34,15,6,6,1,0,18.1,13.4,9.3,22.7,98,92,298,0.93,0.58,1.51,0.67,1.24,0.80,0.41,1.22,0.60,1.01
412,William Saliba,fr FRA,DF,Arsenal,Premier League,23-325,2001,22,22,"1,919",21.3,2,0,2,2,0,0,2,1,1.9,1.9,0.5,2.4,9,73,2,0.09,0.00,0.09,0.09,0.09,0.09,0.03,0.11,0.09,0.11
413,Robert Sánchez,es ESP,GK,Chelsea,Premier League,27-086,1997,21,21,"1,890",21.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
414,Jadon Sancho,eng ENG,FW,Chelsea,Premier League,24-324,2000,18,13,"1,113",12.4,2,4,6,2,0,0,1,0,1.5,1.5,2.6,4.1,66,56,138,0.16,0.32,0.49,0.16,0.49,0.12,0.21,0.33,0.12,0.33
415,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,Premier League,27-072,1997,4,3,221,2.5,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,0,9,2,0.00,0.41,0.41,0.00,0.41,0.01,0.12,0.13,0.01,0.13
416,Pablo Sarabia,es ESP,"MF,FW",Wolves,Premier League,32-277,1992,10,5,427,4.7,1,1,2,1,0,0,2,0,2.3,2.3,0.6,2.9,9,27,32,0.21,0.21,0.42,0.21,0.42,0.48,0.13,0.61,0.48,0.61
417,Jeremy Sarmiento,ec ECU,MF,Brighton,Premier League,22-241,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
418,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,Premier League,26-353,1998,24,17,"1,591",17.7,4,3,7,4,0,0,3,0,4.4,4.4,4.7,9.0,44,51,113,0.23,0.17,0.40,0.23,0.40,0.25,0.26,0.51,0.25,0.51
419,Sávio,br BRA,"FW,MF",Manchester City,Premier League,20-308,2004,19,14,"1,170",13.0,1,6,7,1,0,0,2,0,3.1,3.1,5.3,8.3,94,52,153,0.08,0.46,0.54,0.08,0.54,0.24,0.40,0.64,0.24,0.64
420,Oliver Scarles,eng ENG,DF,West Ham,Premier League,19-062,2005,6,0,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
421,Dane Scarlett,eng ENG,FW,Tottenham,Premier League,20-325,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
422,Kevin Schade,de GER,FW,Brentford,Premier League,23-077,2001,24,12,"1,165",12.9,6,2,8,6,0,0,2,0,4.6,4.6,2.3,6.9,34,24,89,0.46,0.15,0.62,0.46,0.62,0.36,0.17,0.53,0.36,0.53
423,Fabian Schär,ch SUI,DF,Newcastle Utd,Premier League,33-054,1991,20,19,"1,692",18.8,2,0,2,2,0,0,5,1,1.5,1.5,0.3,1.8,12,67,14,0.11,0.00,0.11,0.11,0.11,0.08,0.01,0.10,0.08,0.10
424,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,Premier League,32-051,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.28,0.14,0.28
425,Alex Scott,eng ENG,MF,Bournemouth,Premier League,21-175,2003,8,2,263,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,32,14,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
426,Matz Sels,be BEL,GK,Nott'ham Forest,Premier League,32-352,1992,24,24,"2,160",24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
427,Nélson Semedo,pt POR,DF,Wolves,Premier League,31-088,1993,20,19,"1,698",18.9,0,3,3,0,0,0,7,0,0.4,0.4,2.3,2.7,40,41,66,0.00,0.16,0.16,0.00,0.16,0.02,0.12,0.15,0.02,0.15
428,Antoine Semenyo,gh GHA,FW,Bournemouth,Premier League,25-036,2000,23,23,"2,016",22.4,7,3,10,7,0,0,5,0,7.5,7.5,4.0,11.6,95,67,196,0.31,0.13,0.45,0.31,0.45,0.34,0.18,0.52,0.34,0.52
429,Marcos Senesi,ar ARG,DF,Bournemouth,Premier League,27-278,1997,11,11,917,10.2,0,0,0,0,0,0,4,0,0.8,0.8,0.4,1.2,11,45,3,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
430,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,Premier League,24-270,2000,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
431,Luke Shaw,eng ENG,DF,Manchester Utd,Premier League,29-215,1995,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
432,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,Premier League,19-218,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
433,Bernardo Silva,pt POR,"MF,FW",Manchester City,Premier League,30-186,1994,23,21,"1,916",21.3,2,4,6,2,0,0,5,0,2.9,2.9,4.0,6.9,77,89,156,0.09,0.19,0.28,0.09,0.28,0.13,0.19,0.32,0.13,0.32
434,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,Premier League,25-195,1999,23,4,709,7.9,1,1,2,1,0,0,4,0,1.0,1.0,2.8,3.8,17,13,45,0.13,0.13,0.25,0.13,0.25,0.13,0.36,0.49,0.13,0.49
435,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,Premier League,18-285,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
436,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,Premier League,19-100,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
437,Luis Sinisterra,co COL,"FW,MF",Bournemouth,Premier League,25-240,1999,8,1,208,2.3,1,1,2,1,0,0,0,0,1.1,1.1,1.0,2.1,14,3,29,0.43,0.43,0.87,0.43,0.87,0.48,0.44,0.92,0.48,0.92
438,Oliver Skipp,eng ENG,MF,Leicester City,Premier League,24-149,2000,15,7,765,8.5,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,13,22,13,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
439,William Smallbone,ie IRL,MF,Southampton,Premier League,24-357,2000,8,3,321,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,3,10,15,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17
440,Adam Smith,eng ENG,DF,Bournemouth,Premier League,33-289,1991,17,12,"1,035",11.5,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,7,31,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
441,Emile Smith Rowe,eng ENG,MF,Fulham,Premier League,24-199,2000,22,18,"1,434",15.9,4,2,6,4,0,0,1,0,3.4,3.4,1.1,4.5,44,95,83,0.25,0.13,0.38,0.25,0.38,0.21,0.07,0.28,0.21,0.28
442,Dominic Solanke,eng ENG,FW,Tottenham,Premier League,27-151,1997,18,18,"1,598",17.8,7,3,10,7,0,0,0,0,8.5,8.5,2.6,11.0,27,37,71,0.39,0.17,0.56,0.39,0.56,0.48,0.14,0.62,0.48,0.62
443,Carlos Soler,es ESP,"MF,FW",West Ham,Premier League,28-041,1997,19,11,991,11.0,1,1,2,1,0,0,5,0,1.2,1.2,1.1,2.3,11,43,20,0.09,0.09,0.18,0.09,0.18,0.11,0.10,0.21,0.11,0.21
444,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,Premier League,25-165,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.4,10,4,14,0.37,0.00,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51
445,Tomáš Souček,cz CZE,MF,West Ham,Premier League,29-351,1995,22,19,"1,705",18.9,5,1,6,5,0,0,7,0,3.6,3.6,1.0,4.6,4,55,42,0.26,0.05,0.32,0.26,0.32,0.19,0.05,0.24,0.19,0.24
446,Boubakary Soumaré,fr FRA,MF,Leicester City,Premier League,25-351,1999,17,13,"1,195",13.3,0,0,0,0,0,0,8,0,0.2,0.2,0.3,0.5,16,58,11,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
447,Djed Spence,eng ENG,DF,Tottenham,Premier League,24-187,2000,11,7,680,7.6,0,1,1,0,0,0,3,1,0.1,0.1,1.0,1.2,21,35,32,0.00,0.13,0.13,0.00,0.13,0.02,0.13,0.15,0.02,0.15
448,Jay Stansfield,eng ENG,MF,Fulham,Premier League,22-080,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
449,Jason Steele,eng ENG,GK,Brighton,Premier League,34-178,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
450,Jack Stephens,eng ENG,DF,Southampton,Premier League,31-016,1994,11,10,803,8.9,0,0,0,0,0,0,2,2,0.3,0.3,0.1,0.4,11,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
451,Raheem Sterling,eng ENG,"FW,MF",Arsenal,Premier League,30-066,1994,9,3,218,2.4,0,1,1,0,0,0,1,0,0.9,0.9,0.2,1.0,14,13,36,0.00,0.41,0.41,0.00,0.41,0.36,0.07,0.43,0.36,0.43
452,Ross Stewart,sct SCO,"FW,MF",Southampton,Premier League,28-216,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
453,Jakub Stolarczyk,pl POL,GK,Leicester City,Premier League,24-055,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
454,John Stones,eng ENG,"DF,MF",Manchester City,Premier League,30-260,1994,10,5,458,5.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,20,1,0.39,0.00,0.39,0.39,0.39,0.08,0.01,0.10,0.08,0.10
455,Jørgen Strand Larsen,no NOR,FW,Wolves,Premier League,25-006,2000,23,22,"1,833",20.4,7,2,9,7,0,0,2,0,6.3,6.3,1.6,7.9,9,18,63,0.34,0.10,0.44,0.34,0.44,0.31,0.08,0.39,0.31,0.39
456,Yukinari Sugawara,jp JPN,DF,Southampton,Premier League,24-229,2000,21,13,"1,166",13.0,1,1,2,1,0,0,4,0,0.4,0.4,2.2,2.6,25,58,57,0.08,0.08,0.15,0.08,0.15,0.03,0.17,0.20,0.03,0.20
457,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,Premier League,22-363,2002,12,3,306,3.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,13,5,22,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
458,Crysencio Summerville,nl NED,"FW,MF",West Ham,Premier League,23-105,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38
459,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,Premier League,29-141,1995,18,13,978,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33
460,Dominik Szoboszlai,hu HUN,MF,Liverpool,Premier League,24-110,2000,21,16,"1,458",16.2,3,2,5,3,0,0,6,0,5.6,5.6,3.4,9.0,52,85,80,0.19,0.12,0.31,0.19,0.31,0.34,0.21,0.56,0.34,0.56
461,Matt Targett,eng ENG,DF,Newcastle Utd,Premier League,29-147,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
462,James Tarkowski,eng ENG,DF,Everton,Premier League,32-085,1992,23,23,"2,061",22.9,0,1,1,0,0,0,4,0,1.0,1.0,2.1,3.1,4,53,3,0.00,0.04,0.04,0.00,0.04,0.04,0.09,0.13,0.04,0.13
463,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,Premier League,25-327,1999,17,13,"1,176",13.1,1,5,6,1,0,0,2,0,4.4,4.4,2.6,7.0,29,76,83,0.08,0.38,0.46,0.08,0.46,0.34,0.20,0.53,0.34,0.53
464,Charlie Taylor,eng ENG,DF,Southampton,Premier League,31-147,1993,7,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
465,Jack Taylor,ie IRL,MF,Ipswich Town,Premier League,26-234,1998,18,1,418,4.6,1,0,1,1,0,0,3,0,0.5,0.5,0.5,1.1,8,32,13,0.22,0.00,0.22,0.22,0.22,0.12,0.12,0.23,0.12,0.23
466,Kenny Tete,nl NED,DF,Fulham,Premier League,29-126,1995,15,15,"1,262",14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.13,0.07,0.13
467,Thiago,br BRA,FW,Brentford,Premier League,23-231,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11
468,Luke Thomas,eng ENG,DF,Leicester City,Premier League,23-247,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
469,Youri Tielemans,be BEL,MF,Aston Villa,Premier League,27-281,1997,24,24,"2,041",22.7,1,4,5,1,0,1,4,0,2.2,1.4,4.5,5.9,27,153,27,0.04,0.18,0.22,0.04,0.22,0.10,0.20,0.30,0.06,0.26
470,Kieran Tierney,sct SCO,"FW,DF",Arsenal,Premier League,27-252,1997,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.50
471,Jurriën Timber,nl NED,DF,Arsenal,Premier League,23-240,2001,21,20,"1,755",19.5,1,1,2,1,0,0,7,0,0.7,0.7,0.7,1.4,32,87,62,0.05,0.05,0.10,0.05,0.10,0.04,0.03,0.07,0.04,0.07
472,Jean-Clair Todibo,fr FRA,DF,West Ham,Premier League,25-044,1999,15,8,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
473,Harry Toffolo,eng ENG,DF,Nott'ham Forest,Premier League,29-177,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
474,Takehiro Tomiyasu,jp JPN,DF,Arsenal,Premier League,26-099,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37
475,Sandro Tonali,it ITA,MF,Newcastle Utd,Premier League,24-280,2000,22,15,"1,461",16.2,1,1,2,1,0,0,5,0,3.1,3.1,0.6,3.7,23,70,34,0.06,0.06,0.12,0.06,0.12,0.19,0.03,0.23,0.19,0.23
476,Pau Torres,es ESP,DF,Aston Villa,Premier League,28-027,1997,18,18,"1,549",17.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,70,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
477,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,Premier League,31-345,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42
478,Adama Traoré,es ESP,FW,Fulham,Premier League,29-018,1996,23,12,"1,134",12.6,2,3,5,2,0,0,2,0,3.5,3.5,3.1,6.6,68,44,105,0.16,0.24,0.40,0.16,0.40,0.27,0.25,0.52,0.27,0.52
479,Mark Travers,ie IRL,GK,Bournemouth,Premier League,25-270,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,Ryan Trevitt,eng ENG,MF,Brentford,Premier League,21-337,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481,Kieran Trippier,eng ENG,DF,Newcastle Utd,Premier League,34-146,1990,14,5,541,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,10,40,27,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
482,Leandro Trossard,be BEL,FW,Arsenal,Premier League,30-070,1994,24,16,"1,449",16.1,4,4,8,4,0,0,3,1,3.7,3.7,4.0,7.7,52,61,124,0.25,0.25,0.50,0.25,0.50,0.23,0.25,0.48,0.23,0.48
483,Kostas Tsimikas,gr GRE,DF,Liverpool,Premier League,28-276,1996,10,3,343,3.8,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,9,39,15,0.00,0.26,0.26,0.00,0.26,0.02,0.25,0.27,0.02,0.27
484,Axel Tuanzebe,cd COD,DF,Ipswich Town,Premier League,27-090,1997,12,11,977,10.9,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,4,30,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
485,Destiny Udogie,it ITA,DF,Tottenham,Premier League,22-076,2002,18,18,"1,430",15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,39,97,79,0.00,0.06,0.06,0.00,0.06,0.02,0.08,0.10,0.02,0.10
486,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,Premier League,23-307,2001,18,13,"1,079",12.0,0,0,0,0,0,0,8,0,0.4,0.4,0.5,0.9,7,38,10,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
487,Lesley Ugochukwu,fr FRA,MF,Southampton,Premier League,20-323,2004,14,7,745,8.3,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.8,15,32,11,0.00,0.12,0.12,0.00,0.12,0.04,0.06,0.10,0.04,0.10
488,Enes Ünal,tr TUR,"FW,MF",Bournemouth,Premier League,27-278,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82
489,Virgil van Dijk,nl NED,DF,Liverpool,Premier League,33-219,1991,23,23,"2,070",23.0,1,1,2,1,0,0,2,0,1.5,1.5,0.4,2.0,11,100,4,0.04,0.04,0.09,0.04,0.09,0.07,0.02,0.09,0.07,0.09
490,Jamie Vardy,eng ENG,FW,Leicester City,Premier League,38-032,1987,22,22,"1,776",19.7,7,3,10,6,1,1,4,0,8.4,7.6,2.4,10.0,18,17,76,0.35,0.15,0.51,0.30,0.46,0.43,0.12,0.55,0.39,0.51
491,Renato Veiga,pt POR,"DF,MF",Chelsea,Premier League,21-198,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,7,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
492,Joël Veltman,nl NED,DF,Brighton,Premier League,33-028,1992,18,18,"1,553",17.3,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.7,29,78,31,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
493,Micky van de Ven,nl NED,DF,Tottenham,Premier League,23-299,2001,9,9,788,8.8,0,2,2,0,0,0,4,0,0.4,0.4,1.2,1.5,8,43,1,0.00,0.23,0.23,0.00,0.23,0.04,0.13,0.17,0.04,0.17
494,Bart Verbruggen,nl NED,GK,Brighton,Premier League,22-178,2002,22,22,"1,980",22.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
495,Jannik Vestergaard,dk DEN,DF,Leicester City,Premier League,32-193,1992,16,15,"1,260",14.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,2,26,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
496,Guglielmo Vicario,it ITA,GK,Tottenham,Premier League,28-128,1996,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
497,Carlos Vinícius,br BRA,MF,Fulham,Premier League,29-324,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.83,0.83
498,Kyle Walker,eng ENG,DF,Manchester City,Premier League,34-260,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
499,Kyle Walker-Peters,eng ENG,DF,Southampton,Premier League,27-305,1997,22,22,"1,960",21.8,0,2,2,0,0,0,5,0,0.5,0.5,2.5,3.0,84,95,93,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.14,0.02,0.14
500,Christian Walton,eng ENG,GK,Ipswich Town,Premier League,29-095,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
501,Aaron Wan-Bissaka,eng ENG,DF,West Ham,Premier League,27-078,1997,23,22,"1,984",22.0,2,1,3,2,0,0,1,0,1.0,1.0,1.4,2.4,68,85,90,0.09,0.05,0.14,0.09,0.14,0.04,0.06,0.11,0.04,0.11
502,Danny Ward,wls WAL,GK,Leicester City,Premier League,31-235,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
503,James Ward-Prowse,eng ENG,MF,West Ham,Premier League,30-103,1994,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
